td_date,portfolio,20
2010-01-29,2.2242194422989137,2.0184291592994086
2010-02-26,2.2242194422989137,2.0184291592994086
2010-03-31,2.2242194422989137,2.0184291592994086
2010-04-30,2.2242194422989137,2.0184291592994086
2010-05-31,2.2242194422989137,2.0184291592994086
2010-06-30,2.2242194422989137,2.0184291592994086
2010-07-30,2.24171234169952,2.0291401364093
2010-08-31,2.24171234169952,2.0291401364093
2010-09-30,2.24171234169952,2.0291401364093
2010-10-29,2.24171234169952,2.0184291592994086
2010-11-30,2.24171234169952,2.0184291592994086
2010-12-31,2.24171234169952,2.0184291592994086
2011-01-31,2.2493603863569156,2.0291401364093
2011-02-28,2.2493603863569156,2.0291401364093
2011-03-31,2.2493603863569156,2.0291401364093
2011-04-29,2.2277838928745997,2.0184291592994086
2011-05-31,2.2277838928745997,2.0184291592994086
2011-06-30,2.2277838928745997,2.0184291592994086
2011-07-29,2.2277838928745997,2.0152835754179854
2011-08-31,2.2277838928745997,2.0152835754179854
2011-09-30,2.2277838928745997,2.0152835754179854
2011-10-31,2.2277838928745997,2.0152835754179854
2011-11-30,2.2277838928745997,2.0152835754179854
2011-12-30,2.2277838928745997,2.0152835754179854
2012-01-31,2.2277838928745997,1.9888525633186303
2012-02-29,2.2277838928745997,1.9888525633186303
2012-03-30,2.2277838928745997,1.9888525633186303
2012-04-27,2.2279602065310744,1.9925964576324517
2012-05-31,2.2279602065310744,1.9925964576324517
2012-06-29,2.2279602065310744,1.9925964576324517
2012-07-31,2.2206156441596736,2.005846823773716
2012-08-31,2.2206156441596736,2.005846823773716
2012-09-28,2.2206156441596736,2.005846823773716
2012-10-31,2.2206156441596736,2.0184291592994086
2012-11-30,2.2206156441596736,2.0184291592994086
2012-12-31,2.2206156441596736,2.0184291592994086
2013-01-31,2.136232693852961,2.0725507157201584
2013-02-28,2.136232693852961,2.0725507157201584
2013-03-29,2.136232693852961,2.0725507157201584
2013-04-26,2.1568196350280733,2.0730986699955523
2013-05-31,2.1568196350280733,2.0730986699955523
2013-06-28,2.1568196350280733,2.0730986699955523
2013-07-31,2.0808057107232907,2.072368064295027
2013-08-30,2.0808057107232907,2.072368064295027
2013-09-30,2.0808057107232907,2.072368064295027
2013-10-31,2.15089469632546,2.0704360058284266
2013-11-29,2.15089469632546,2.0704360058284266
2013-12-31,2.15089469632546,2.0704360058284266
2014-01-30,2.1353183128286437,2.043767408392121
2014-02-28,2.1353183128286437,2.043767408392121
2014-03-31,2.1353183128286437,2.043767408392121
2014-04-30,2.148826458310773,2.0539309550182416
2014-05-30,2.1357487060103706,2.0539309550182416
2014-06-30,2.1357487060103706,2.0539309550182416
2014-07-31,2.1570210869836113,2.0468884250298913
2014-08-29,2.1570210869836113,2.0468884250298913
2014-09-30,2.1570210869836113,2.0468884250298913
2014-10-31,2.1570210869836113,2.053611145199774
2014-11-28,2.1570210869836113,2.053611145199774
2014-12-31,2.159722766334937,2.053611145199774
2015-01-30,2.2518027053436196,2.0482909304191566
2015-02-27,2.2518027053436196,2.0482909304191566
2015-03-31,2.2518027053436196,2.0482909304191566
2015-04-30,2.2518027053436196,2.051641159760784
2015-05-29,2.2518027053436196,2.051641159760784
2015-06-30,2.2518027053436196,2.051641159760784
2015-07-31,2.2518027053436196,2.0560083198185275
2015-08-31,2.2518027053436196,2.0560083198185275
2015-09-30,2.2518027053436196,2.0560083198185275
2015-10-30,2.2365932609183714,2.0543787713607564
2015-11-30,2.2365932609183714,2.0543787713607564
2015-12-31,2.2365932609183714,2.055210194292112
2016-01-29,2.2957168261274887,2.054058961542289
2016-02-29,2.2957168261274887,2.0543787713607564
2016-03-31,2.2957168261274887,2.0538350533710314
2016-04-29,2.3813559128848683,2.05394700745666
2016-05-31,2.3813559128848683,2.05394700745666
2016-06-30,2.3813559128848683,2.054058961542289
2016-07-29,2.407674402359552,2.0486861816022994
2016-08-31,2.407674402359552,2.0486861816022994
2016-09-30,2.407674402359552,2.051641159760784
2016-10-31,2.2836758346329886,2.054794482826434
2016-11-30,2.2836758346329886,2.054794482826434
2016-12-30,2.2836758346329886,2.055002338559273
2017-01-26,2.4519874898148686,2.0592284195017463
2017-02-28,2.4519874898148686,2.0592284195017463
2017-03-31,2.4519874898148686,2.0592284195017463
2017-04-28,2.3264718225249372,2.059713198628028
2017-05-31,2.3264718225249372,2.059713198628028
2017-06-30,2.3264718225249372,2.059713198628028
2017-07-31,2.312072207459077,2.062200084241095
2017-08-31,2.312072207459077,2.0627754509265905
2017-09-29,2.312072207459077,2.061624717555599
2017-10-31,2.374190646082499,2.061912400898347
2017-11-30,2.374190646082499,2.061912400898347
2017-12-29,2.374190646082499,2.061912400898347
2018-01-31,2.195656191469566,2.061624717555599
2018-02-28,2.2071478417241064,2.061624717555599
2018-03-30,2.2071478417241064,2.061624717555599
2018-04-27,2.3797678911475595,2.061912400898347
2018-05-31,2.3797678911475595,2.061912400898347
2018-06-29,2.3797678911475595,2.061912400898347
2018-07-31,2.347746232249337,2.061912400898347
2018-08-31,2.347746232249337,2.061912400898347
2018-09-28,2.347746232249337,2.061912400898347
2018-10-31,2.3552299225638214,2.061912400898347
2018-11-30,2.3706188188679387,2.061912400898347
2018-12-28,2.3706188188679387,2.061912400898347
2019-01-31,2.3126470849802976,2.061912400898347
2019-02-28,2.3126470849802976,2.061912400898347
2019-03-29,2.3126470849802976,2.061912400898347
2019-04-30,2.361299879990912,2.061912400898347
2019-05-31,2.361299879990912,2.061912400898347
2019-06-28,2.361299879990912,2.061912400898347
2019-07-31,2.3845534186675303,2.0624877675838427
2019-08-30,2.3771093615600147,2.063199257003756
