td_date,portfolio_bond_mean,portfolio,total_25,total_50,total_75,total
2012-02-29,32.4535,2.48051917953537,17.64,30.75,41.519999999999996,2.509266168773472
2012-03-30,32.4535,2.48051917953537,17.64,30.75,41.519999999999996,2.509266168773472
2012-04-27,32.551500000000004,2.494071179250139,24.62,30.86,38.66,2.4994645433247253
2012-05-31,32.551500000000004,2.494071179250139,24.62,30.86,38.66,2.4994645433247253
2012-06-29,32.551500000000004,2.494071179250139,24.62,30.86,38.66,2.4994645433247253
2012-07-31,39.166315789473686,2.5243221194382715,30.65,37.18,44.84,2.5135550927221306
2012-08-31,39.166315789473686,2.5243221194382715,30.65,37.18,44.84,2.5135550927221306
2012-09-28,39.166315789473686,2.5243221194382715,30.65,37.18,44.84,2.5135550927221306
2012-10-31,42.429,2.5241090021821218,25.475,38.1,47.545,2.5169329928019124
2012-11-30,42.429,2.5241090021821218,25.475,38.1,47.545,2.5169329928019124
2012-12-31,42.429,2.5241090021821218,25.475,38.1,47.545,2.5169329928019124
2013-01-31,29.165000000000003,2.5679069022586756,16.65,25.54,40.98,2.611270704795432
2013-02-28,29.165000000000003,2.5679069022586756,16.65,25.54,40.98,2.611270704795432
2013-03-29,29.165000000000003,2.5679069022586756,16.65,25.54,40.98,2.611270704795432
2013-04-26,34.37349999999999,2.6220627360371953,29.17,35.08,42.03,2.6172285192454847
2013-05-31,34.37349999999999,2.6220627360371953,29.17,35.08,42.03,2.6172285192454847
2013-06-28,34.37349999999999,2.6220627360371953,29.17,35.08,42.03,2.6172285192454847
2013-07-31,47.323000000000015,2.5886326914161075,31.59,42.71,56.91,2.6161640744490455
2013-08-30,47.323000000000015,2.5886326914161075,31.59,42.71,56.91,2.6161640744490455
2013-09-30,47.323000000000015,2.5886326914161075,31.59,42.71,56.91,2.6161640744490455
2013-10-31,36.755,2.564520883042827,22.285,31.57,43.86,2.6172285192454847
2013-11-29,36.755,2.564520883042827,22.285,31.57,43.86,2.6172285192454847
2013-12-31,36.755,2.564520883042827,22.285,31.57,43.86,2.6172285192454847
2014-01-30,24.36210526315789,2.584330907610137,9.7825,18.4,30.267500000000002,2.605768272937148
2014-02-28,24.36210526315789,2.584330907610137,9.7825,18.4,30.267500000000002,2.605768272937148
2014-03-31,24.36210526315789,2.584330907610137,9.7825,18.4,30.267500000000002,2.605768272937148
2014-04-30,33.559999999999995,2.564632769023323,15.540000000000001,27.08,38.225,2.607504279274897
2014-05-30,37.367,2.568971093673792,15.579999999999998,27.225,39.18,2.607504279274897
2014-06-30,37.367,2.568971093673792,15.579999999999998,27.225,39.18,2.607504279274897
2014-07-31,32.89750000000001,2.644252728861447,25.76,38.97,47.48,2.6143720020725514
2014-08-29,32.89750000000001,2.644252728861447,25.76,38.97,47.48,2.6143720020725514
2014-09-30,32.89750000000001,2.644252728861447,25.58,38.95,47.48,2.6143720020725514
2014-10-31,53.92199999999999,2.6618145002669196,28.91,41.15,52.56,2.6165631922374644
2014-11-28,53.92199999999999,2.6618145002669196,28.91,41.15,52.56,2.6165631922374644
2014-12-31,52.9985,2.685213756160349,28.91,41.3,52.265,2.6161640744490455
2015-01-30,48.29900000000001,2.789477111131675,22.564999999999998,38.57,47.96,2.6134603888816166
2015-02-27,48.29900000000001,2.789477111131675,22.564999999999998,38.57,47.96,2.6134603888816166
2015-03-31,48.29900000000001,2.789477111131675,23.8,39.07,47.96,2.6134603888816166
2015-04-30,42.731500000000004,2.789749042843396,24.49,36.6,44.34,2.613214546717524
2015-05-29,42.731500000000004,2.789749042843396,24.49,36.6,44.34,2.613214546717524
2015-06-30,42.731500000000004,2.789749042843396,24.5875,36.629999999999995,44.34,2.613214546717524
2015-07-31,57.869000000000014,2.8232176637350244,30.98,42.5,54.84,2.616558020771942
2015-08-31,57.869000000000014,2.8232176637350244,30.98,42.5,54.84,2.616558020771942
2015-09-30,57.869000000000014,2.8232176637350244,31.380000000000003,42.5,54.99,2.616558020771942
2015-10-30,57.82550000000001,2.7786563548541743,27.8,39.115,52.33,2.617228733232446
2015-11-30,57.82550000000001,2.7786563548541743,28.1575,39.13,52.33,2.617228733232446
2015-12-31,57.82550000000001,2.7786563548541743,27.97,39.13,52.33,2.617228733232446
2016-01-29,62.952,2.7633107794349288,26.01,38.83,53.43,2.6157752995916717
2016-02-29,62.952,2.7633107794349288,25.755000000000003,38.83,53.43,2.6134603888816166
2016-03-31,62.952,2.7633107794349288,25.8825,38.83,53.43,2.6133609014766357
2016-04-29,62.331499999999984,2.6643622708552877,33.04,41.92,57.3,2.6134603888816166
2016-05-31,62.331499999999984,2.6643622708552877,33.04,41.92,57.3,2.6134603888816166
2016-06-30,62.331499999999984,2.6643622708552877,33.04,43.345,57.3,2.6133609014766357
2016-07-29,64.758,2.646076030688799,32.56,46.14,56.97,2.609240285612646
2016-08-31,64.758,2.646076030688799,32.295,46.14,56.97,2.609240285612646
2016-09-30,64.758,2.646076030688799,32.08,46.13,56.7975,2.6094064953250395
2016-10-31,68.8895,2.543965167045438,31.46,39.29,56.66,2.609572705037433
2016-11-30,68.8895,2.543965167045438,31.46,39.29,56.66,2.609572705037433
2016-12-30,68.8895,2.543965167045438,31.23,39.01,56.62,2.6094064953250395
2017-01-26,49.870499999999986,1.9238862603355948,18.8175,30.085,44.47,2.6134603888816166
2017-02-28,49.870499999999986,1.9238862603355948,18.8175,30.085,44.47,2.6134603888816166
2017-03-31,49.870499999999986,1.9238862603355948,18.8175,30.085,44.47,2.6134603888816166
2017-04-28,57.72500000000001,2.6772719284421953,24.22,33.92,47.29,2.6152790015582017
2017-05-31,57.72500000000001,2.6772719284421953,24.22,33.92,47.29,2.6152790015582017
2017-06-30,57.72500000000001,2.6772719284421953,24.22,33.92,47.29,2.6152790015582017
2017-07-31,51.26250000000001,2.0395035085228974,25.685000000000002,36.599999999999994,49.76,2.615381104151382
2017-08-31,51.26250000000001,2.0395035085228974,25.6,36.58,49.76,2.6157752995916717
2017-09-29,51.26250000000001,2.0395035085228974,25.685000000000002,36.599999999999994,49.76,2.615578201871527
2017-10-31,62.283500000000004,2.607390025221732,32.22,42.36,55.26,2.6161640744490455
2017-11-30,62.283500000000004,2.607390025221732,32.22,42.36,55.26,2.6161640744490455
2017-12-29,62.283500000000004,2.607390025221732,32.22,42.379999999999995,55.26,2.6161640744490455
2018-01-31,59.32249999999999,2.646725466978279,32.595,43.86,55.425,2.615578201871527
2018-02-28,59.32249999999999,2.646725466978279,32.595,43.86,55.425,2.615578201871527
2018-03-30,59.32249999999999,2.646725466978279,31.98,43.77,55.3,2.615578201871527
2018-04-27,59.859,2.62805686964649,36.74,48.1,60.305,2.6157752995916717
2018-05-31,59.859,2.6410060943382567,37.0175,48.1,60.305,2.6157752995916717
2018-06-29,59.859,2.62805686964649,37.11,48.14,60.335,2.6157752995916717
2018-07-31,70.08,2.713691902997018,39.9675,50.59,63.105,2.6157752995916717
2018-08-31,70.08,2.713691902997018,40.6,51.46,63.269999999999996,2.6157752995916717
2018-09-28,70.08,2.7136919029970175,40.6,51.46,63.55,2.6157752995916717
2018-10-31,69.9365,2.752444170655326,37.295,50.65,63.760000000000005,2.6157752995916717
2018-11-30,69.9365,2.752444170655326,37.44,50.65,63.9,2.6157752995916717
2018-12-28,69.9365,2.752444170655326,37.6725,50.825,64.0425,2.6157752995916717
2019-01-31,76.44549999999998,2.7920014005375386,39.755,52.95,66.5425,2.6157752995916717
2019-02-28,76.44549999999998,2.7920014005375386,39.755,53.47,66.5425,2.6157752995916717
2019-03-29,76.44549999999998,2.7920014005375386,39.755,52.95,66.5425,2.6157752995916717
2019-04-30,75.7515,2.721338891034995,39.1025,49.73,62.48,2.6157752995916717
2019-05-31,75.7515,2.721338891034995,39.1025,49.7,62.48,2.6157752995916717
2019-06-28,75.7515,2.721338891034995,38.864999999999995,49.73,62.48,2.6157752995916717
2019-07-31,,,,,,
