td_date,portfolio,20
2010-01-29,2.314384985123219,2.4562950522573956
2010-02-26,2.314384985123219,2.4562950522573956
2010-03-31,2.314384985123219,2.4562950522573956
2010-04-30,2.314384985123219,2.4562950522573956
2010-05-31,2.314384985123219,2.4562950522573956
2010-06-30,2.314384985123219,2.4562950522573956
2010-07-30,2.3262955760704163,2.4577560203169924
2010-08-31,2.3262955760704163,2.4577560203169924
2010-09-30,2.3262955760704163,2.4577560203169924
2010-10-29,2.3262955760704163,2.4562950522573956
2010-11-30,2.3262955760704163,2.4562950522573956
2010-12-31,2.3262955760704163,2.4562950522573956
2011-01-31,2.334026846424506,2.4577560203169924
2011-02-28,2.334026846424506,2.4577560203169924
2011-03-31,2.334026846424506,2.4577560203169924
2011-04-29,2.3123575226512694,2.4562950522573956
2011-05-31,2.3123575226512694,2.4562950522573956
2011-06-30,2.3123575226512694,2.4562950522573956
2011-07-29,2.3123575226512694,2.457025536287194
2011-08-31,2.3123575226512694,2.457025536287194
2011-09-30,2.3123575226512694,2.457025536287194
2011-10-31,2.3123575226512694,2.457025536287194
2011-11-30,2.3123575226512694,2.457025536287194
2011-12-30,2.3123575226512694,2.457025536287194
2012-01-31,2.3123575226512694,2.448385234694914
2012-02-29,2.3123575226512694,2.448385234694914
2012-03-30,2.3123575226512694,2.448385234694914
2012-04-27,2.312405443688048,2.441205901162231
2012-05-31,2.312405443688048,2.441205901162231
2012-06-29,2.312405443688048,2.441205901162231
2012-07-31,2.305993625792051,2.4809963749508057
2012-08-31,2.305993625792051,2.4809963749508057
2012-09-28,2.305993625792051,2.4809963749508057
2012-10-31,2.305993625792051,2.4990039008105924
2012-11-30,2.305993625792051,2.4990039008105924
2012-12-31,2.305993625792051,2.4990039008105924
2013-01-31,2.215118167569082,2.577902822344953
2013-02-28,2.215118167569082,2.577902822344953
2013-03-29,2.215118167569082,2.577902822344953
2013-04-26,2.228382983387774,2.584537679831733
2013-05-31,2.228382983387774,2.584537679831733
2013-06-28,2.228382983387774,2.584537679831733
2013-07-31,2.152180138076557,2.5843091566145837
2013-08-30,2.152180138076557,2.5843091566145837
2013-09-30,2.152180138076557,2.5843091566145837
2013-10-31,2.224937182742761,2.5814465183162305
2013-11-29,2.224937182742761,2.5814465183162305
2013-12-31,2.224937182742761,2.5814465183162305
2014-01-30,2.2088375233855375,2.556548849137563
2014-02-28,2.2088375233855375,2.556548849137563
2014-03-31,2.2088375233855375,2.556548849137563
2014-04-30,2.222499249671388,2.553635457012895
2014-05-30,2.209054438126107,2.553635457012895
2014-06-30,2.209054438126107,2.553635457012895
2014-07-31,2.231353721310689,2.5422658454399283
2014-08-29,2.231353721310689,2.5422658454399283
2014-09-30,2.231353721310689,2.5422658454399283
2014-10-31,2.231353721310689,2.545854462944419
2014-11-28,2.231353721310689,2.545854462944419
2014-12-31,2.234116961601451,2.5443574876923947
2015-01-30,2.3322387417149018,2.5359255491021138
2015-02-27,2.3322387417149018,2.5359255491021138
2015-03-31,2.3322387417149018,2.5359255491021138
2015-04-30,2.3322387417149018,2.5431025023409153
2015-05-29,2.3322387417149018,2.5431025023409153
2015-06-30,2.3322387417149018,2.5431025023409153
2015-07-31,2.3322387417149018,2.5439391592419014
2015-08-31,2.3322387417149018,2.5439391592419014
2015-09-30,2.3322387417149018,2.5439391592419014
2015-10-30,2.316032439637201,2.5453849916895877
2015-11-30,2.316032439637201,2.5453849916895877
2015-12-31,2.316032439637201,2.5443574876923947
2016-01-29,2.3755617574394425,2.546263560871047
2016-02-29,2.3755617574394425,2.5458119438933124
2016-03-31,2.3755617574394425,2.545769424842206
2016-04-29,2.46406512077173,2.545726905791099
2016-05-31,2.46406512077173,2.545726905791099
2016-06-30,2.46406512077173,2.545684386739993
2016-07-29,2.4967274528426753,2.541492327815309
2016-08-31,2.4967274528426753,2.541492327815309
2016-09-30,2.4967274528426753,2.5418017348651567
2016-10-31,2.3638868623691094,2.5418017348651567
2016-11-30,2.3638868623691094,2.5418017348651567
2016-12-30,2.3638868623691094,2.541647031340233
2017-01-26,2.5451710213797174,2.548115601297507
2017-02-28,2.5451710213797174,2.548115601297507
2017-03-31,2.5451710213797174,2.548115601297507
2017-04-28,2.4158134142833037,2.551425346280922
2017-05-31,2.4158134142833037,2.551425346280922
2017-06-30,2.4158134142833037,2.551425346280922
2017-07-31,2.3963898183408627,2.557993195113184
2017-08-31,2.3963898183408627,2.5626712661332895
2017-09-29,2.3963898183408627,2.562573369807364
2017-10-31,2.4574095762514903,2.562964955111067
2017-11-30,2.4574095762514903,2.562964955111067
2017-12-29,2.4574095762514903,2.562964955111067
2018-01-31,2.2941993308769915,2.557915979548042
2018-02-28,2.306086632252078,2.557915979548042
2018-03-30,2.306086632252078,2.557915979548042
2018-04-27,2.4641800603554342,2.558018933634898
2018-05-31,2.4641800603554342,2.558018933634898
2018-06-29,2.4641800603554342,2.558018933634898
2018-07-31,2.428660456767995,2.558018933634898
2018-08-31,2.428660456767995,2.558018933634898
2018-09-28,2.428660456767995,2.558018933634898
2018-10-31,2.4254508185368304,2.558018933634898
2018-11-30,2.4413706610217765,2.558018933634898
2018-12-28,2.4413706610217765,2.558018933634898
2019-01-31,2.3956373041357004,2.558018933634898
2019-02-28,2.3956373041357004,2.558018933634898
2019-03-29,2.3956373041357004,2.558018933634898
2019-04-30,2.442873408602564,2.558018933634898
2019-05-31,2.442873408602564,2.558018933634898
2019-06-28,2.442873408602564,2.558018933634898
2019-07-31,2.466051697655036,2.5598561512169127
2019-08-30,2.4583506924642804,2.5626712661332895
