,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2019-01-31,004330.OF,2018-12-31,2019-01-22,66.84,1437329293.49,2.68,1836043982.37,881593311.78,4770224297.34,0.00200344756245574
2019-01-31,004494.OF,2018-12-31,2019-01-21,41.53,2649732754.62,22.01,2504329263.08,90011828.36,7333193688.83,0.0018631408044351705
2019-01-31,004056.OF,2018-12-31,2019-01-21,76.92,84700252.05,20.12,1790930187.44,929511832.7,3865445895.72,0.001941029902559066
2019-01-31,675061.OF,2018-12-31,2019-01-22,36.78,7271868096.92,26.2,4070915822.1,1641026163.11,19951654625.8,0.002010746185072243
2019-01-31,000863.OF,2018-12-31,2019-01-19,44.91,5554622603.06,34.93,9634779410.07,1269955270.94,28271114048.3,0.0019279864963872573
2019-01-31,511970.SH,2018-09-30,2018-10-25,29.72,4895163982.75,35.68,2319894843.24,,14332427937.7,0.001233075879499168
2019-01-31,519809.OF,2018-12-31,2019-01-21,33.83,14976142.46,41.55,19831052.64,10020775.17,147737711.14,0.0016871826228730402
2019-01-31,004664.OF,2018-12-31,2019-01-18,70.45,791192106.78,14.85,3193722989.89,420100523.96,5581321910.89,0.0021370138302285735
2019-01-31,000912.OF,2018-12-31,2019-01-22,59.99,330938456.41,0.03,178601152.84,290485618.81,882016078.02,0.0017755623445978586
2019-01-31,519505.OF,2018-12-31,2019-01-21,24.38,3792651088.99,54.84,3259298787.46,320049788.66,19032005675.01,0.0017883782951524374
2019-01-31,003267.OF,2018-12-31,2019-01-22,57.42,3627506485.8,10.43,5544760126.83,530818997.42,11676158648.53,0.00187120050815337
2019-01-31,000605.OF,2018-12-31,2019-01-22,49.31,2992342208.51,32.03,6606508452.36,801099253.36,17032469217.72,0.0021021932184444037
2019-01-31,000686.OF,2018-12-31,2019-01-19,62.54,395516198.28,15.39,609566752.32,410070785.53,1919138838.3,0.0020888310503131002
2019-01-31,000872.OF,2018-12-31,2019-01-21,71.48,2068050142.09,0.05,1707327956.39,2661590852.45,7502161798.6,0.0029417160060074554
2019-01-31,050003.OF,2018-12-31,2019-01-19,26.25,29159281105.49,54.68,32983057261.12,,154528125911.34,0.0018867047627273426
2019-01-31,000741.OF,2018-12-31,2019-01-22,66.75,1004444646.67,8.55,2186099985.63,,4144915270.79,0.001735152329958023
2019-01-31,000203.OF,2018-12-31,2019-01-18,74.1,27600230.0,19.17,357965085.87,30048113.69,593413704.96,0.001462653350070564
2019-01-31,002894.OF,2018-12-31,2019-01-21,54.89,316934675.4,40.56,3673476546.51,,7295898652.3,0.0018634610401302432
2019-01-31,003816.OF,2018-12-31,2019-01-22,53.6,7256694460.09,33.42,30079794159.08,2668449008.05,66824621404.61,0.002200782061047901
2019-01-31,001991.OF,2018-12-31,2019-01-21,54.96,207239110.86,26.14,548362745.34,,1106897320.61,0.0016287096615830166
2019-01-31,519899.OF,2018-12-31,2019-01-19,16.09,68446322.42,66.15,39831099.17,,415260223.03,0.001956849004509875
2019-01-31,090022.OF,2018-12-31,2019-01-19,37.11,2691429237.14,51.21,7457041594.1,240046189.77,23718988468.68,0.001872882405390408
2019-01-31,003317.OF,2018-12-31,2019-01-22,66.74,1374849902.28,3.85,3845590714.13,460152884.88,7156632128.06,0.002066499550359424
2019-01-31,001926.OF,2018-12-31,2019-01-22,29.93,,69.36,1235788267.01,40061098.32,5899640034.43,0.0017731496044817163
