,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2010-06-30,519505.OF,2010-03-31,2010-04-20,61.97,357000935.5,29.45,,1460565182.98,5165288067.06,0.0017883782951524374
2010-06-30,050003.OF,2010-03-31,2010-04-22,61.39,300000000.0,33.7,,1815046360.57,7823295981.8,0.0018867047627273426
2010-06-30,020007.OF,2010-03-31,2010-04-22,37.46,,61.39,,148905182.66,1170491802.15,0.0021535909638454864
2010-06-30,040003.OF,2010-03-31,2010-04-20,54.31,1143002594.5,29.35,,2052050489.82,7546473402.11,0.0016303265122936672
2010-06-30,560001.OF,2010-03-31,2010-04-20,53.04,,46.54,,14996025.83,103671729.88,0.0014198155052511652
2010-06-30,320002.OF,2010-03-31,2010-04-20,40.63,410001375.0,23.47,,319481700.66,1154153455.99,0.0017568122646807183
2010-06-30,217014.OF,2010-03-31,2010-04-21,90.48,,9.16,,1079822087.71,3630312277.03,0.001895730827381481
2010-06-30,003003.OF,2010-03-31,2010-04-20,64.5,3900004480.0,10.05,,3879054514.88,15849764343.35,0.0018602282392068403
2010-06-30,162206.OF,2010-03-31,2010-04-21,52.21,100000270.0,41.72,,521372002.95,1761306398.95,0.0019528983287613322
2010-06-30,530002.OF,2010-03-31,2010-04-20,43.74,1591803907.7,0.2,,651166974.02,3268199355.05,0.002516181785490179
2010-06-30,121011.OF,2010-03-31,2010-04-22,50.93,90000000.0,35.15,,189893074.9,844903769.27,0.001914238275392055
2010-06-30,091005.OF,2010-03-31,2010-04-22,43.88,,54.68,,470715022.96,2298540461.42,0.0019098526120235881
2010-06-30,340005.OF,2010-03-31,2010-04-21,88.68,,9.84,,,348660566.42,0.0020674969791256714
2010-06-30,100025.OF,2010-03-31,2010-04-22,25.74,1616251919.38,11.68,,606739558.23,2623669099.63,0.0017861594821475535
2010-06-30,460106.OF,2010-03-31,2010-04-21,71.98,31000000.0,9.24,,,166310057.83,0.002046303806856331
2010-06-30,240006.OF,2010-03-31,2010-04-20,47.39,356600974.9,25.67,,390580290.72,1981108324.45,0.0019381354312772991
2010-06-30,150005.OF,2010-03-31,2010-04-21,48.35,362061093.34,10.19,,170634892.93,1239569577.09,0.0020493474903138242
2010-06-30,519508.OF,2010-03-31,2010-04-21,90.51,,7.97,,730249789.18,2280448056.1,0.0019024923560950757
2010-06-30,202302.OF,2010-03-31,2010-04-20,64.29,551401747.1,27.7,,3071841854.05,8001002284.54,0.0019848747634625408
2010-06-30,128011.OF,2010-03-31,2010-04-22,50.93,90000000.0,35.15,,189893074.9,844903769.27,0.0021135144039023945
2010-06-30,400005.OF,2010-03-31,2010-04-22,87.97,,3.49,,50102649.48,193596463.14,0.0017231505534507363
2010-06-30,519506.OF,2010-03-31,2010-04-20,61.97,357000935.5,29.45,,1460565182.98,5165288067.06,0.0019873993182233374
2010-06-30,288101.OF,2010-03-31,2010-04-20,90.97,,6.6,,90131790.26,341193796.64,0.001969526724959536
2010-06-30,150015.OF,2010-03-31,2010-04-21,48.35,362061093.34,10.19,,170634892.93,1239569577.09,0.0022464775834210027
2010-06-30,200003.OF,2010-03-31,2010-04-22,70.53,,18.49,,100274589.3,270178829.42,0.001990730799945828
2010-06-30,240007.OF,2010-03-31,2010-04-20,47.39,356600974.9,25.67,,390580290.72,1981108324.45,0.0021358904867629924
2010-06-30,217004.OF,2010-03-31,2010-04-21,90.48,,9.16,,1079822087.71,3630312277.03,0.0016980320214463607
2010-06-30,110016.OF,2010-03-31,2010-04-21,38.93,1199002798.5,37.86,,120131730.92,5567629275.42,0.001982545455257334
2010-06-30,160609.OF,2010-03-31,2010-04-21,39.4,1168462139.29,9.74,,,2827568951.11,0.0021096363787214134
2010-06-30,482002.OF,2010-03-31,2010-04-22,72.2,,13.86,,2738188572.26,8834976147.97,0.0019382123876090507
2010-06-30,100028.OF,2010-03-31,2010-04-22,25.74,1616251919.38,11.68,,606739558.23,2623669099.63,0.0019837938827154122
2010-06-30,460006.OF,2010-03-31,2010-04-21,71.98,31000000.0,9.24,,,166310057.83,0.0018489642076948698
2010-06-30,519517.OF,2010-03-31,2010-04-20,43.0,692601556.55,37.53,,971135923.95,3918019030.53,0.002278362021125524
2010-06-30,519589.OF,2010-03-31,2010-04-20,73.5,856600210.0,11.38,,731091408.49,5864977298.96,0.0018721681709263915
2010-06-30,310338.OF,2010-03-31,2010-04-20,53.87,101000000.0,7.99,,70163259.13,268865440.71,0.0016660691767604874
2010-06-30,160606.OF,2010-03-31,2010-04-21,39.4,1168462139.29,9.74,,,2827568951.11,0.0019123261267850467
2010-06-30,070008.OF,2010-03-31,2010-04-20,50.68,1039901740.0,31.97,,1496749996.23,8321362702.12,0.0019037344743024764
