,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2013-05-31,360022.OF,2013-03-31,2013-04-20,0.0,26400239.6,60.11,,,66340651.12,
2013-05-31,519505.OF,2013-03-31,2013-04-18,38.3,,59.36,,1200474958.23,5265166665.32,0.0017883782951524374
2013-05-31,050003.OF,2013-03-31,2013-04-20,28.05,,70.23,,8590507999.77,44824686780.5,0.0018867047627273426
2013-05-31,090022.OF,2013-03-31,2013-04-22,38.39,170000575.0,42.48,,250235761.78,938011091.13,0.001872882405390408
2013-05-31,110050.OF,2013-03-31,2013-04-20,85.19,,6.19,,280782426.07,341324030.38,0.0019770705253219223
2013-05-31,020007.OF,2013-03-31,2013-04-22,39.65,247500691.25,47.25,,590079042.69,2069210852.25,0.0021535909638454864
2013-05-31,040003.OF,2013-03-31,2013-04-19,34.33,3056201689.65,43.79,,4323781981.77,14998191307.84,0.0016303265122936672
2013-05-31,560001.OF,2013-03-31,2013-04-20,48.62,20600000.0,16.27,,19101362.53,59863588.51,0.0014198155052511652
2013-05-31,320002.OF,2013-03-31,2013-04-19,41.43,1524904701.95,11.7,,850543523.69,3480850890.33,0.0017568122646807183
2013-05-31,380010.OF,2013-03-31,2013-04-20,31.77,402286546.44,32.26,,230027198.25,1133210941.35,0.0021132105126724365
2013-05-31,519998.OF,2013-03-31,2013-04-22,28.96,1120743821.11,60.47,,2383129444.38,11923635718.44,0.0020313468619965747
2013-05-31,217014.OF,2013-03-31,2013-04-20,24.97,6178636507.93,41.63,,2530275263.66,18871837843.7,0.001895730827381481
2013-05-31,003003.OF,2013-03-31,2013-04-19,33.5,,64.62,,10510312202.89,49412567324.76,0.0018602282392068403
2013-05-31,162206.OF,2013-03-31,2013-04-20,51.85,210000635.0,10.5,,190357747.56,580107179.93,0.0019528983287613322
2013-05-31,217026.OF,2013-03-31,2013-04-20,38.59,130000555.0,51.43,,360054474.06,1449137301.2,0.0005787088161126608
2013-05-31,090021.OF,2013-03-31,2013-04-22,57.09,219600889.4,22.23,,580336317.66,1139097932.38,0.0019390220783166434
2013-05-31,080019.OF,2013-03-31,2013-04-20,22.59,,76.7,,,531365674.1,
2013-05-31,001057.OF,2013-03-31,2013-04-19,27.87,,71.05,,160052405.91,789189330.99,0.0020621006444208057
2013-05-31,530002.OF,2013-03-31,2013-04-19,39.36,1012603563.9,36.69,,982038573.37,4602185103.85,0.002516181785490179
2013-05-31,040038.OF,2013-03-31,2013-04-19,33.19,30000165.0,52.2,,60063025.02,241310050.73,0.0019907354217945095
2013-05-31,121011.OF,2013-03-31,2013-04-22,46.73,,51.65,,1983753338.26,5552923222.88,0.001914238275392055
