,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2012-05-31,519505.OF,2012-03-31,2012-04-23,38.89,150000465.0,54.83,,761390734.38,2923965307.67,0.0017883782951524374
2012-05-31,050003.OF,2012-03-31,2012-04-21,36.69,,61.93,,9638538600.94,31819606190.38,0.0018867047627273426
2012-05-31,020007.OF,2012-03-31,2012-04-21,43.83,141500572.25,39.92,,291651497.98,915659601.11,0.0021535909638454864
2012-05-31,040003.OF,2012-03-31,2012-04-23,22.74,,75.75,,1473659803.41,12039313906.53,0.0016303265122936672
2012-05-31,560001.OF,2012-03-31,2012-04-24,29.19,46000165.0,25.07,,19606631.97,101364356.65,0.0014198155052511652
2012-05-31,320002.OF,2012-03-31,2012-04-23,35.77,949268608.41,38.71,,759937809.63,3863699085.32,0.0017568122646807183
2012-05-31,519998.OF,2012-03-31,2012-04-20,27.02,1165164347.74,58.97,,2052443734.36,9076717995.77,0.0020313468619965747
2012-05-31,217014.OF,2012-03-31,2012-04-24,21.83,2583905947.35,66.11,,2583985771.57,23512170194.61,0.001895730827381481
2012-05-31,003003.OF,2012-03-31,2012-04-23,29.49,,69.62,,3821239009.12,27910567960.41,0.0018602282392068403
2012-05-31,162206.OF,2012-03-31,2012-04-24,56.27,78000557.0,14.84,,95179602.42,275335936.24,0.0019528983287613322
2012-05-31,530002.OF,2012-03-31,2012-04-23,41.11,277344936.02,50.14,,982055533.26,3594321753.79,0.002516181785490179
2012-05-31,121011.OF,2012-03-31,2012-04-21,26.49,,72.72,,1193661092.47,6860997680.07,0.001914238275392055
2012-05-31,091005.OF,2012-03-31,2012-04-21,28.36,,71.31,,100924304.21,1989791444.84,0.0019098526120235881
2012-05-31,253050.OF,2012-03-31,2012-04-21,30.86,,60.98,,40348079.87,195681484.34,0.0016881920940932105
2012-05-31,340005.OF,2012-03-31,2012-04-24,25.72,39200178.8,68.37,,171026598.87,859856842.03,0.0020674969791256714
2012-05-31,583101.OF,2012-03-31,2012-04-20,38.66,,57.22,,100650240.06,388767286.04,0.002011396058290371
2012-05-31,163820.OF,2012-03-31,2012-04-24,22.0,2760903351.35,59.2,,2179773290.76,15233408479.57,0.0019389341152236117
2012-05-31,100025.OF,2012-03-31,2012-04-21,38.21,186300679.45,51.6,,1173507514.47,4849986034.25,0.0017861594821475535
2012-05-31,260202.OF,2012-03-31,2012-04-23,12.22,19400134.1,1.04,,,411200889.26,0.0022855029581945185
2012-05-31,460106.OF,2012-03-31,2012-04-23,0.0,5000000.0,85.85,,,88261197.34,0.002046303806856331
2012-05-31,240006.OF,2012-03-31,2012-04-23,26.43,,72.65,,450197159.31,2388387393.88,0.0019381354312772991
2012-05-31,150005.OF,2012-03-31,2012-04-24,31.55,442751744.13,47.43,,510798868.6,2158159469.93,0.0020493474903138242
2012-05-31,550010.OF,2012-03-31,2012-04-24,29.59,156920715.38,61.31,,551411124.92,1929811450.16,0.0016824118712415181
2012-05-31,519508.OF,2012-03-31,2012-04-24,50.34,1604169206.25,25.46,,2211605593.89,6796383258.96,0.0019024923560950757
2012-05-31,202302.OF,2012-03-31,2012-04-23,34.47,,64.22,,8056952647.23,34008875287.84,0.0019848747634625408
2012-05-31,583001.OF,2012-03-31,2012-04-20,38.66,,57.22,,100650240.06,388767286.04,0.001814011748230815
2012-05-31,128011.OF,2012-03-31,2012-04-21,26.49,,72.72,,1193661092.47,6860997680.07,0.0021135144039023945
2012-05-31,400005.OF,2012-03-31,2012-04-20,34.35,282885104.33,35.42,,250242052.74,960793301.58,0.0017231505534507363
2012-05-31,519506.OF,2012-03-31,2012-04-23,38.89,150000465.0,54.83,,761390734.38,2923965307.67,0.0019873993182233374
2012-05-31,519509.OF,2012-03-31,2012-04-24,21.4,,69.92,,39998111.91,186935696.1,0.0019604243470934257
2012-05-31,288101.OF,2012-03-31,2012-04-23,68.74,,30.17,,740334165.99,1659088159.5,0.001969526724959536
2012-05-31,660107.OF,2012-03-31,2012-04-23,32.09,70000225.0,59.85,,220022957.32,996372948.23,0.0020682845482951073
2012-05-31,150015.OF,2012-03-31,2012-04-24,31.55,442751744.13,47.43,,510798868.6,2158159469.93,0.0022464775834210027
2012-05-31,200003.OF,2012-03-31,2012-04-21,59.33,25000157.5,37.78,,310774090.51,1219514650.5,0.001990730799945828
2012-05-31,240007.OF,2012-03-31,2012-04-23,26.43,,72.65,,450197159.31,2388387393.88,0.0021358904867629924
