,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2016-05-31,000863.OF,2016-03-31,2016-04-22,54.04,,44.51,3754015237.42,3581415019.78,16966857518.89,0.0019279864963872573
2016-05-31,519809.OF,2016-03-31,2016-04-20,33.02,100000390.0,50.37,,210147386.46,667330227.38,0.0016871826228730402
2016-05-31,000912.OF,2016-03-31,2016-04-21,96.66,,2.86,348987313.44,395046801.12,873316641.28,0.0017755623445978586
2016-05-31,519505.OF,2016-03-31,2016-04-20,25.3,203910625.87,72.81,1496106111.8,2040582359.26,20051825061.45,0.0017883782951524374
2016-05-31,000605.OF,2016-03-31,2016-04-21,54.11,124870947.31,35.05,276503016.2,310181013.29,1250599130.11,0.0021021932184444037
2016-05-31,000686.OF,2016-03-31,2016-04-20,45.79,20000150.0,48.99,138260078.5,59968884.84,563879702.45,0.0020888310503131002
2016-05-31,000872.OF,2016-03-31,2016-04-21,41.86,440001500.0,36.03,848196490.59,199845192.36,2673708495.16,0.0029417160060074554
2016-05-31,050003.OF,2016-03-31,2016-04-22,51.24,250009775.01,47.55,19039907147.02,15010834979.63,74822396558.43,0.0018867047627273426
2016-05-31,000741.OF,2016-03-31,2016-04-20,78.86,849001793.5,18.26,18150356572.73,6689794755.26,34619319778.16,0.001735152329958023
2016-05-31,000203.OF,2016-03-31,2016-04-22,33.56,1580863923.34,42.3,685368765.15,1023977586.17,6940816722.29,0.001462653350070564
2016-05-31,001991.OF,2016-03-31,2016-04-20,25.33,329392164.09,50.99,147578867.46,120002698.27,1411573910.11,0.0016287096615830166
2016-05-31,519899.OF,2016-03-31,2016-04-22,24.98,475669905.0,44.52,148837513.89,209968102.77,2076916837.74,0.001956849004509875
2016-05-31,090022.OF,2016-03-31,2016-04-22,53.97,607466090.0,26.75,,2166143433.5,4887984347.23,0.001872882405390408
2016-05-31,001926.OF,2016-03-31,2016-04-21,25.84,2078661037.98,58.09,,2538853827.29,13426972995.65,0.0017731496044817163
2016-05-31,110050.OF,2016-03-31,2016-04-21,61.36,,36.98,169692700.83,289715508.14,813931700.41,0.0019770705253219223
2016-05-31,519801.OF,2016-03-31,2016-04-20,26.54,52920146.46,63.95,197720383.83,69923642.29,1234749128.44,0.0018510932284727666
2016-05-31,000771.OF,2016-03-31,2016-04-20,32.35,344881037.32,65.02,,4573168821.92,17813373851.52,0.0017437684682131138
2016-05-31,020007.OF,2016-03-31,2016-04-22,28.04,,70.66,,6690404899.65,28670958890.3,0.0021535909638454864
2016-05-31,519507.OF,2016-03-31,2016-04-21,37.29,643252404.88,53.69,148536437.0,1900153396.19,7959161466.72,0.0020996785942413165
2016-05-31,161622.OF,2016-03-31,2016-04-21,7.04,18700000.0,79.52,,,141992530.33,0.002092655296282553
2016-05-31,202307.OF,2016-03-31,2016-04-20,23.85,3031407187.1,62.44,5258248031.06,979634463.92,34787750685.18,0.0019322874591971573
2016-05-31,001812.OF,2016-03-31,2016-04-20,28.72,,70.35,9958066919.14,3629613015.54,67633848535.34,0.0019041212872314972
2016-05-31,001788.OF,2016-03-31,2016-04-21,96.89,20000150.0,1.43,1102021208.9,,1204326672.09,
2016-05-31,511920.SH,2016-03-31,2016-04-22,35.92,9731492962.57,56.51,26468660169.83,13887600767.42,140390280841.45,0.0017170287678383023
2016-05-31,040003.OF,2016-03-31,2016-04-20,49.56,1291484257.22,44.1,3811814753.98,5318165555.42,22566118078.86,0.0016303265122936672
2016-05-31,511860.SH,2016-03-31,2016-04-22,55.9,,43.63,2997438531.9,1470958485.26,9174696022.33,0.0017321941485639591
2016-05-31,560001.OF,2016-03-31,2016-04-20,55.05,21000142.5,19.97,,41073645.27,92770754.97,0.0014198155052511652
2016-05-31,320002.OF,2016-03-31,2016-04-20,36.96,100000270.0,56.93,,4751748955.58,14892299544.07,0.0017568122646807183
2016-05-31,380010.OF,2016-03-31,2016-04-21,41.88,,57.72,98908488.53,150071405.18,666170958.27,0.0021132105126724365
2016-05-31,000905.OF,2016-03-31,2016-04-20,41.92,,56.56,199150231.89,1340811735.08,4174709219.94,0.002208291976861787
2016-05-31,000685.OF,2016-03-31,2016-04-21,25.94,52400000.0,43.62,,,308837174.24,
2016-05-31,471007.OF,2016-03-31,2016-04-20,57.3,40000300.0,34.17,59602311.27,209633416.42,574935478.76,0.0017635715689741094
2016-05-31,000693.OF,2016-03-31,2016-04-20,35.78,10354928723.92,54.82,22814759090.56,10648915203.07,118349736661.54,0.0020560317608782075
2016-05-31,001693.OF,2016-03-31,2016-04-21,24.35,1928015762.25,26.95,,769945291.53,4024934670.53,0.0018400070110693445
2016-05-31,000486.OF,2013-12-31,2014-01-01,,,,,,,
2016-05-31,000627.OF,2016-03-31,2016-04-22,22.82,40000405.0,46.18,,19990922.61,131828143.11,0.002169019444771436
2016-05-31,000846.OF,2016-03-31,2016-04-21,50.35,5765407265.01,23.08,2687310123.62,7004575147.33,22437548433.85,0.0020979392535069863
2016-05-31,000493.OF,2016-03-31,2016-04-20,56.14,199916699.87,38.67,1349717095.94,670341511.98,4097566607.67,0.0020342390585375014
2016-05-31,519998.OF,2016-03-31,2016-04-22,34.7,2437076441.55,30.13,746691466.93,589729297.39,7656596761.68,0.0020313468619965747
2016-05-31,217014.OF,2016-03-31,2016-04-21,33.6,3157410816.1,60.32,11829558495.9,4269001810.78,59093298531.86,0.001895730827381481
2016-05-31,000625.OF,2016-03-31,2016-04-20,58.67,19999270.0,29.78,,220225329.81,460541148.15,0.002035950614306614
2016-05-31,000651.OF,2016-03-31,2016-04-21,20.26,2526508829.75,44.05,696465111.22,379887372.52,7140892509.69,0.0018491488215572893
2016-05-31,000818.OF,2016-03-31,2016-04-20,58.67,19999270.0,29.78,,220225329.81,460541148.15,0.0019541492782100267
2016-05-31,003003.OF,2016-03-31,2016-04-20,50.31,5552002400.0,46.65,140076813614.61,4580667740.06,338337553685.42,0.0018602282392068403
2016-05-31,162206.OF,2016-03-31,2016-04-21,55.03,1575795043.69,18.69,526356662.18,2439677896.31,6173748614.5,0.0019528983287613322
2016-05-31,000495.OF,2016-03-31,2016-04-20,56.14,199916699.87,38.67,1349717095.94,670341511.98,4097566607.67,0.0021310454445337967
2016-05-31,217026.OF,2016-03-31,2016-04-21,52.25,19700269.55,33.42,9864414.2,49976275.59,147121478.44,0.0005787088161126608
2016-05-31,000856.OF,2016-03-31,2016-04-21,31.82,58000135.0,40.65,9978573.02,39975714.89,219904242.97,
2016-05-31,001669.OF,2016-03-31,2016-04-20,32.35,344881037.32,65.02,,4573168821.92,17813373851.52,0.0022991985228788536
2016-05-31,090021.OF,2016-03-31,2016-04-22,45.05,213600000.0,28.97,,299859662.32,843260225.58,0.0019390220783166434
2016-05-31,001930.OF,2016-03-31,2016-04-20,39.31,150000465.0,57.52,737682392.92,1010524300.67,5569432096.78,0.0023311930894189814
2016-05-31,001057.OF,2016-03-31,2016-04-20,39.33,50000195.0,47.63,,129971748.6,406913649.44,0.0020621006444208057
2016-05-31,000542.OF,2016-03-31,2016-04-21,44.69,513186409.78,53.09,9771432148.38,3009334760.43,34103167779.72,0.001990554070607553
2016-05-31,002185.OF,2016-03-31,2016-04-20,27.26,1000003660.0,43.9,399108958.41,349984887.96,3520538250.18,0.0018943187597568745
2016-05-31,000620.OF,2016-03-31,2016-04-21,9.79,,89.86,1156835727.89,119615532.08,26430624688.96,0.002135477808172803
2016-05-31,001843.OF,2016-03-31,2016-04-20,25.83,383501935.25,20.7,,60045543.68,735092001.49,0.0021232499604812993
2016-05-31,001477.OF,2016-03-31,2016-04-22,47.44,1067305260.96,15.28,594946952.6,650263330.64,2942311411.64,0.0018198579338690735
2016-05-31,530002.OF,2016-03-31,2016-04-20,56.89,369270384.64,41.26,11307241210.46,7828680461.7,40999285599.81,0.002516181785490179
2016-05-31,519858.OF,2016-03-31,2016-04-22,40.82,300000970.0,23.63,377654049.37,299756302.89,1929056400.46,0.0015858948442688536
2016-05-31,040038.OF,2016-03-31,2016-04-20,36.64,758543257.81,27.41,149098074.92,579931337.45,2180997190.58,0.0019907354217945095
2016-05-31,000683.OF,2016-03-31,2016-04-21,70.28,906550899.9,13.62,1372735009.43,2424741414.63,6526728492.98,0.0016402746110601996
2016-05-31,000658.OF,2016-03-31,2016-04-21,40.93,1204521006.78,43.69,2148915922.78,712276315.54,8328494168.46,0.0
2016-05-31,001870.OF,2016-03-31,2016-04-21,47.64,867593461.39,11.54,517066094.03,1693284307.18,4954549459.22,0.0019639200689840486
2016-05-31,001826.OF,2016-03-31,2016-04-22,24.4,,74.72,34674202.99,29977336.29,388278709.01,0.0018517850511714506
2016-05-31,000903.OF,2016-03-31,2016-04-21,66.67,,32.53,59539345.7,50034758.13,179376692.66,0.0018394246832367234
2016-05-31,121011.OF,2016-03-31,2016-04-22,36.4,,63.16,1587716037.78,5913145600.98,23770447471.97,0.001914238275392055
2016-05-31,091005.OF,2016-03-31,2016-04-22,46.29,1742704539.33,40.24,199543204.14,6170691128.9,17462326996.25,0.0019098526120235881
2016-05-31,001527.OF,2016-03-31,2016-04-21,33.04,97416626.12,22.07,49720796.74,79996942.35,545647448.31,0.0018243516263041215
2016-05-31,000719.OF,2016-03-31,2016-04-20,56.14,199916699.87,38.67,1349717095.94,670341511.98,4097566607.67,0.0019822485849123606
