,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2018-06-29,004330.OF,2018-03-31,2018-04-23,71.54,693003141.71,6.66,1804112112.14,330517640.87,3249595987.99,0.00200344756245574
2018-06-29,004494.OF,2018-03-31,2018-04-20,42.39,1965863032.65,23.21,1978117054.12,,5821640643.91,0.0018631408044351705
2018-06-29,004056.OF,2018-03-31,2018-04-21,87.87,600000000.0,0.21,2757292902.72,1469912793.55,5265872256.14,0.001941029902559066
2018-06-29,675061.OF,2018-03-31,2018-04-23,23.75,3898780786.38,46.82,1892586045.09,550659120.95,13546498439.35,0.002010746185072243
2018-06-29,000863.OF,2018-05-31,2018-06-07,44.58,5508562294.65,37.93,10564508605.12,1810007537.38,33068720035.05,0.0019279864963872573
2018-06-29,511970.SH,2018-03-31,2018-04-20,58.65,2981465803.24,24.19,8256004010.13,,17772513257.25,0.001233075879499168
2018-06-29,519809.OF,2018-03-31,2018-04-21,65.54,29928229.89,11.42,59427562.79,20010172.36,182062255.57,0.0016871826228730402
2018-06-29,004664.OF,2018-03-31,2018-04-21,52.47,1047066730.6,27.78,2531902503.19,60101276.03,5399366019.5,0.0021370138302285735
2018-06-29,000912.OF,2018-03-31,2018-04-23,68.92,157614196.43,3.61,198565486.31,180065800.51,592879821.41,0.0017755623445978586
2018-06-29,519505.OF,2018-03-31,2018-04-21,28.85,1857459626.19,58.31,2907426425.3,530497108.92,15412550825.42,0.0017883782951524374
2018-06-29,003267.OF,2018-03-31,2018-04-23,54.47,2553055400.06,9.94,3546891983.89,,7206076713.83,0.00187120050815337
2018-06-29,000605.OF,2018-03-31,2018-04-23,59.39,8374343984.5,15.34,17412204056.39,1276145730.51,35153991703.46,0.0021021932184444037
2018-06-29,000686.OF,2018-03-31,2018-04-20,59.14,111170486.76,34.29,692554267.62,500063512.53,2354483357.39,0.0020888310503131002
2018-06-29,000872.OF,2018-03-31,2018-04-20,58.6,798583117.88,0.04,,909920814.15,1979702259.27,0.0029417160060074554
2018-06-29,050003.OF,2018-03-31,2018-04-20,43.89,1136337224.5,46.21,4573075044.86,,12923942526.13,0.0018867047627273426
2018-06-29,000741.OF,2018-03-31,2018-04-23,50.71,775062102.6,35.35,1907992238.27,,5950199553.33,0.001735152329958023
2018-06-29,000203.OF,2018-03-31,2018-04-21,47.6,789321343.99,16.32,773195599.94,150108180.77,2210030564.75,0.001462653350070564
2018-06-29,002894.OF,2018-03-31,2018-04-21,69.81,148000000.0,17.45,595005411.69,130282254.73,1296759284.62,0.0018634610401302432
2018-06-29,003816.OF,2018-03-31,2018-04-23,62.46,4144855117.28,30.12,27800611112.56,5917387898.26,59749407045.74,0.002200782061047901
2018-06-29,001991.OF,2018-03-31,2018-04-20,59.26,75230472.85,28.01,306542162.54,20082281.92,618493426.29,0.0016287096615830166
2018-06-29,519899.OF,2018-03-31,2018-04-20,14.87,85700568.56,67.13,49582763.83,20000508.62,770397897.82,0.001956849004509875
2018-06-29,090022.OF,2018-03-31,2018-04-20,37.85,300844211.27,50.59,774215807.05,129976067.36,2732169932.7,0.001872882405390408
2018-06-29,003317.OF,2018-03-31,2018-04-23,64.72,2175443823.19,3.12,3677768355.48,190005325.75,6872503675.26,0.002066499550359424
2018-06-29,001926.OF,2018-03-31,2018-04-23,46.45,3037370186.48,33.05,3412990723.82,2551287783.68,16366162802.71,0.0017731496044817163
2018-06-29,110050.OF,2018-03-31,2018-04-23,35.89,1860644510.97,58.72,11553169298.58,,37198199161.81,0.0019770705253219223
2018-06-29,519801.OF,2018-03-31,2018-04-21,58.69,24000000.0,27.76,69348511.39,60036723.67,322713400.37,0.0018510932284727666
2018-06-29,004198.OF,2018-03-31,2018-04-21,41.8,,58.06,11544746298.57,,31678573286.09,0.0019390925854905205
2018-06-29,003536.OF,2018-03-31,2018-04-21,32.82,75430873.15,45.82,69620846.69,20000129.57,367589532.35,0.0020235266605046487
2018-06-29,000771.OF,2018-03-31,2018-04-21,23.95,6718985958.48,46.63,2160904612.22,1610063106.97,23634511698.71,0.0017437684682131138
2018-06-29,020007.OF,2018-03-31,2018-04-20,34.31,3688567753.84,38.06,2691467074.38,1029917894.43,13849540681.24,0.0021535909638454864
2018-06-29,519507.OF,2018-03-31,2018-04-23,47.3,3522454328.68,19.78,2803259185.17,,10850035138.58,0.0020996785942413165
2018-06-29,004213.OF,2018-03-31,2018-04-23,38.11,33126489.69,29.45,29713958.02,,104197949.69,
2018-06-29,161622.OF,2018-03-31,2018-04-23,48.26,1329182793.78,45.5,9128734653.51,320033636.52,23075615858.1,0.002092655296282553
2018-06-29,002243.OF,2018-03-31,2018-04-19,67.9,19700229.55,26.95,227662006.35,19996616.3,408900151.27,0.0019253451922431886
2018-06-29,202307.OF,2018-03-31,2018-04-21,85.75,255700277.85,7.1,3349164049.8,695203003.07,5392353081.97,0.0019322874591971573
2018-06-29,001812.OF,2018-03-31,2018-04-21,34.17,9936932807.4,38.64,8848758059.65,2132326019.22,38088603102.28,0.0019041212872314972
2018-06-29,511920.SH,2018-03-31,2018-04-20,49.01,5522606571.1,33.72,13466266488.99,730600999.36,32770641064.83,0.0017170287678383023
2018-06-29,040003.OF,2018-03-31,2018-04-21,30.88,3224690453.62,44.78,3074064855.36,,13543952094.48,0.0016303265122936672
2018-06-29,511860.SH,2018-03-31,2018-04-20,39.0,73384630.08,48.52,129042600.78,,638557565.01,0.0017321941485639591
2018-06-29,560001.OF,2018-03-31,2018-04-20,53.99,30870125.44,6.78,39934991.45,,79216689.9,0.0014198155052511652
2018-06-29,320002.OF,2018-03-31,2018-04-21,66.31,1227102520.65,4.77,2585530157.15,5997934.82,4284796273.91,0.0017568122646807183
2018-06-29,380010.OF,2018-03-31,2018-04-23,76.93,,22.81,22749860971.52,990276198.1,32857504506.89,0.0021132105126724365
2018-06-29,002960.OF,2018-03-31,2018-04-20,27.66,1500287130.43,32.52,835227535.81,,3815023363.44,0.0016947253406707219
2018-06-29,003391.OF,2018-03-31,2018-04-20,48.28,3586075029.73,27.45,7038892048.35,,16773091145.51,0.002108652305976788
2018-06-29,000905.OF,2018-03-31,2018-04-21,58.72,4595826113.26,25.55,17517020934.42,30164493.94,33186852222.18,0.002208291976861787
2018-06-29,000685.OF,2018-03-31,2018-04-23,43.17,320000000.0,25.7,318349705.89,,1038090044.53,
2018-06-29,471007.OF,2018-03-31,2018-04-21,40.81,495000942.5,56.12,6005869138.88,,18634143742.01,0.0017635715689741094
2018-06-29,000693.OF,2018-03-31,2018-04-20,38.11,38443541990.44,49.46,93136775506.56,11239740377.41,327665879834.19,0.0020560317608782075
2018-06-29,001693.OF,2018-03-31,2018-04-23,42.66,762752704.13,34.84,1205973023.35,,3439067318.92,0.0018400070110693445
2018-06-29,000486.OF,2017-12-31,2018-01-22,0.0,229470784.21,60.28,,,581868850.71,
2018-06-29,000627.OF,2018-03-31,2018-04-20,6.51,5833433150.14,59.92,,,17646970359.84,0.002169019444771436
2018-06-29,002912.OF,2018-03-31,2018-04-23,36.41,4126570149.86,53.07,11031756921.31,1320079154.08,41567856282.66,0.001894591192162176
2018-06-29,000846.OF,2018-03-31,2018-04-23,35.69,2485294207.94,45.13,3061435802.11,450170759.93,13546328287.85,0.0020979392535069863
2018-06-29,004199.OF,2018-03-31,2018-04-21,41.8,,58.06,11544746298.57,,31678573286.09,0.0021368639288996683
2018-06-29,511950.SH,2018-03-31,2018-04-20,69.78,30008165.01,3.93,69707932.8,,114188308.47,0.00195752004530636
2018-06-29,000493.OF,2018-03-31,2018-04-21,48.19,6732723514.09,43.1,32688080488.46,1951583375.52,81395672877.37,0.0020342390585375014
2018-06-29,519998.OF,2018-03-31,2018-04-20,47.66,2755891453.82,21.51,3992026807.53,,10240074491.34,0.0020313468619965747
2018-06-29,217014.OF,2018-03-31,2018-04-23,34.22,5494388027.58,51.93,11202521051.69,,40710549701.25,0.001895730827381481
2018-06-29,000625.OF,2018-03-31,2018-04-21,23.07,240358640.54,68.5,178080507.47,289985544.27,3804475219.16,0.002035950614306614
2018-06-29,000651.OF,2018-03-31,2018-04-23,58.2,207000910.5,15.45,416096277.8,,792306471.36,0.0018491488215572893
2018-06-29,000818.OF,2018-03-31,2018-04-21,23.07,240358640.54,68.5,178080507.47,289985544.27,3804475219.16,0.0019541492782100267
2018-06-29,003003.OF,2018-03-31,2018-04-21,50.79,18869600000.0,22.95,23823253535.95,3268276696.92,75379423571.97,0.0018602282392068403
2018-06-29,162206.OF,2018-03-31,2018-04-23,50.45,1360467385.71,26.99,1877480643.6,1250238777.18,6914209002.06,0.0019528983287613322
2018-06-29,000495.OF,2018-03-31,2018-04-21,48.19,6732723514.09,43.1,32688080488.46,1951583375.52,81395672877.37,0.0021310454445337967
2018-06-29,002760.OF,2018-03-31,2018-04-20,69.75,1763247240.04,5.61,4473894816.48,54005412.86,7285610790.32,0.0018123052944416518
2018-06-29,217026.OF,2018-03-31,2018-04-23,60.89,,38.71,4972720069.13,,8691490972.23,0.0005787088161126608
2018-06-29,003228.OF,2018-03-31,2018-04-21,33.83,1908566982.84,55.67,4652222940.32,410014824.23,19599184651.34,0.0018724241382197526
2018-06-29,000856.OF,2018-03-31,2018-04-23,18.15,122000000.0,48.98,39840311.77,,384662893.29,
2018-06-29,001669.OF,2018-03-31,2018-04-21,23.95,6718985958.48,46.63,2160904612.22,1610063106.97,23634511698.71,0.0022991985228788536
2018-06-29,511600.SH,2018-03-31,2018-04-21,60.26,1823849015.78,25.42,6590138410.29,800021167.27,13258822764.83,0.0019400102204136793
2018-06-29,003537.OF,2018-03-31,2018-04-23,28.16,2318179397.27,63.19,6557592762.7,10004139.1,27902370385.59,0.0020049176837826366
2018-06-29,003538.OF,2018-03-31,2018-04-23,28.16,2318179397.27,63.19,6557592762.7,10004139.1,27902370385.59,0.002203358910033426
2018-06-29,004261.OF,2018-03-31,2018-04-23,31.39,1379035748.56,44.32,1514750623.95,,5779924253.24,0.0019422155016897147
2018-06-29,004262.OF,2018-03-31,2018-04-23,31.39,1379035748.56,44.32,1514750623.95,,5779924253.24,0.002139859383061715
2018-06-29,002788.OF,2018-03-31,2018-04-23,48.98,79976439.96,47.4,1294359354.02,350160358.83,3781236049.88,0.0018082403882995202
2018-06-29,511910.SH,2018-03-31,2018-04-23,57.48,320471460.7,9.07,366952198.95,50010321.64,968693817.73,0.001967780436018307
2018-06-29,003879.OF,2017-09-30,2017-10-25,0.0,,98.66,,,1581025894.48,
2018-06-29,090021.OF,2018-03-31,2018-04-20,47.65,251100576.65,48.83,3366519950.1,,7904641521.73,0.0019390220783166434
2018-06-29,001930.OF,2018-03-31,2018-04-21,51.03,2267100000.0,23.87,2595879655.88,990416748.2,9190826700.51,0.0023311930894189814
2018-06-29,005150.OF,2018-03-31,2018-04-21,80.64,206074629.11,0.97,861877695.46,,1130767007.21,0.0020371947454138617
2018-06-29,001057.OF,2018-03-31,2018-04-21,71.04,511680127.84,26.67,16673967663.97,1951200577.31,29634182245.11,0.0020621006444208057
2018-06-29,004970.OF,2018-03-31,2018-04-21,83.6,46000189.0,5.22,288052758.27,40008713.95,416267587.35,0.0019231803499917266
2018-06-29,005101.OF,2018-03-31,2018-04-23,35.89,1860644510.97,58.72,11553169298.58,,37198199161.81,0.00218622297854143
2018-06-29,000542.OF,2018-03-31,2018-04-23,45.53,1280352480.53,33.46,2084841796.24,80001881.18,6281014826.36,0.001990554070607553
2018-06-29,004903.OF,2018-03-31,2018-04-23,66.66,1160970061.47,24.71,5300776044.6,1171027219.76,14601413001.59,0.0019022330341140758
2018-06-29,002185.OF,2018-03-31,2018-04-23,41.13,115003612.5,28.81,120442104.27,10000414.45,390074509.7,0.0018943187597568745
2018-06-29,003515.OF,2018-03-31,2018-04-20,49.32,195045852.57,42.29,1069748182.65,109985861.38,2776920983.57,0.0019453578098893587
2018-06-29,002235.OF,2018-03-31,2018-04-21,69.92,142579179.37,8.06,366685194.26,59993197.65,681784308.12,0.0015993542431571584
2018-06-29,000620.OF,2018-03-31,2018-04-23,37.55,4442983258.47,41.15,5259074468.67,1721322679.36,21800960713.61,0.002135477808172803
