,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2012-02-29,519505.OF,2011-12-31,2012-01-20,44.44,50440195.66,52.87,,730546725.86,2985858669.8,0.0017883782951524374
2012-02-29,050003.OF,2011-12-31,2012-01-20,43.77,1719002475.0,48.68,,9216759692.65,26160181043.63,0.0018867047627273426
2012-02-29,020007.OF,2011-12-31,2012-01-19,22.98,3339367609.06,6.71,,893039595.41,4786847618.37,0.0021535909638454864
2012-02-29,040003.OF,2011-12-31,2012-01-20,17.28,7018732939.77,37.01,,1874131852.49,18427698584.14,0.0016303265122936672
2012-02-29,560001.OF,2011-12-31,2012-01-20,31.39,47800000.0,7.74,,24988231.42,79608787.47,0.0014198155052511652
2012-02-29,320002.OF,2011-12-31,2012-01-20,38.05,646687341.31,39.47,,629976236.57,2975283676.28,0.0017568122646807183
2012-02-29,519998.OF,2011-12-31,2012-01-19,32.34,788232582.36,52.9,,1549158033.52,5749341859.99,0.0020313468619965747
2012-02-29,217014.OF,2011-12-31,2012-01-18,39.76,,59.41,,3275840844.36,12963462211.1,0.001895730827381481
2012-02-29,003003.OF,2011-12-31,2012-01-20,67.19,,31.63,,4749957052.27,10166206526.57,0.0018602282392068403
2012-02-29,162206.OF,2011-12-31,2012-01-19,50.93,,42.47,,15000146.08,88204682.83,0.0019528983287613322
2012-02-29,530002.OF,2011-12-31,2012-01-20,17.49,5061782770.92,25.48,,901159298.84,8923996315.76,0.002516181785490179
2012-02-29,121011.OF,2011-12-31,2012-01-20,27.17,2199016061.02,35.37,,639438238.12,5932283637.1,0.001914238275392055
2012-02-29,091005.OF,2011-12-31,2012-01-20,7.04,1205733848.6,76.02,,139968900.31,8950401848.92,0.0019098526120235881
2012-02-29,253050.OF,2011-12-31,2012-01-19,42.23,26000000.0,34.93,,30058966.96,118447847.94,0.0016881920940932105
2012-02-29,340005.OF,2011-12-31,2012-01-18,23.53,100000390.0,65.64,,120273132.65,975315992.67,0.0020674969791256714
2012-02-29,583101.OF,2011-12-31,2012-01-19,38.9,,56.16,,140092027.71,474849062.74,0.002011396058290371
2012-02-29,100025.OF,2011-12-31,2012-01-19,28.92,465371658.06,57.03,,1030661355.07,5443282338.96,0.0017861594821475535
2012-02-29,260202.OF,2011-12-31,2012-01-20,12.07,169210441.32,5.68,,10088178.99,414126864.44,0.0022855029581945185
2012-02-29,460106.OF,2011-12-31,2012-01-20,4.76,60000450.0,47.57,,,209985921.3,0.002046303806856331
2012-02-29,240006.OF,2011-12-31,2012-01-20,24.73,1797805056.7,36.4,,710233459.27,4674761243.53,0.0019381354312772991
2012-02-29,150005.OF,2011-12-31,2012-01-18,20.51,900995751.5,43.97,,329824404.38,2579669452.7,0.0020493474903138242
2012-02-29,550010.OF,2011-12-31,2012-01-18,34.61,100000270.0,49.48,,220072443.73,693076756.75,0.0016824118712415181
2012-02-29,519508.OF,2011-12-31,2012-01-19,46.33,2934366481.54,5.24,,1990295949.11,6131907398.5,0.0019024923560950757
