,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2014-06-30,360022.OF,2014-03-31,2014-04-21,0.0,29700164.55,60.12,,,74706014.38,
2014-06-30,519809.OF,2014-03-31,2014-04-22,23.61,,75.61,,331483867.57,1653109134.43,0.0016871826228730402
2014-06-30,519505.OF,2014-03-31,2014-04-22,36.24,142500333.75,59.1,,961717878.64,4051405985.08,0.0017883782951524374
2014-06-30,000643.OF,2014-03-31,2014-04-22,88.29,,9.89,,15091500.0,17093972.44,
2014-06-30,050003.OF,2014-03-31,2014-04-21,26.89,,72.11,,6756954792.89,35936197678.2,0.0018867047627273426
2014-06-30,000203.OF,2014-03-31,2014-04-21,49.74,77420476.13,40.46,,430470893.39,1106620039.98,0.001462653350070564
2014-06-30,519899.OF,2014-03-31,2014-04-21,17.61,296615664.92,68.0,,289841572.09,2665221363.79,0.001956849004509875
2014-06-30,090022.OF,2014-03-31,2014-04-21,35.8,339916869.88,29.48,,323356703.6,1042680788.63,0.001872882405390408
2014-06-30,110050.OF,2014-03-31,2014-04-19,71.19,,18.59,,320006205.01,495458497.16,0.0019770705253219223
2014-06-30,519801.OF,2014-03-31,2014-04-22,12.15,312493626.24,62.39,,109934175.0,1643610702.11,0.0018510932284727666
2014-06-30,020007.OF,2014-03-31,2014-04-21,41.95,154530507.35,34.11,,240165759.98,667815388.37,0.0021535909638454864
2014-06-30,519507.OF,2014-03-31,2014-04-19,52.66,1788517082.77,20.11,,2274708146.21,6891720298.55,0.0020996785942413165
2014-06-30,519887.OF,2014-03-31,2014-04-21,0.0,2800000.0,51.96,,,6355159.2,
2014-06-30,040003.OF,2014-03-31,2014-04-22,37.2,598201817.3,49.87,,1670172600.49,5068949485.56,0.0016303265122936672
2014-06-30,560001.OF,2014-03-31,2014-04-19,27.37,11100000.0,57.07,,19028586.05,105997810.56,0.0014198155052511652
2014-06-30,320002.OF,2014-03-31,2014-04-22,31.85,2167105650.65,9.1,,699968737.22,4082408895.38,0.0017568122646807183
2014-06-30,380010.OF,2014-03-31,2014-04-19,27.89,70000305.0,62.58,,180326292.42,789792029.74,0.0021132105126724365
2014-06-30,471007.OF,2014-03-31,2014-04-22,42.74,,55.7,,309819567.91,1188603644.76,0.0017635715689741094
2014-06-30,000486.OF,2013-12-31,2014-01-01,,,,,,,
2014-06-30,000493.OF,2014-03-31,2014-04-22,0.0,48300000.0,87.43,,,391887919.33,0.0020342390585375014
