,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2019-08-30,007522.OF,2019-06-30,2019-07-16,69.92,1461459072.19,16.81,4071372200.58,3327371057.01,11769441887.74,0.002052218921679838
2019-08-30,004330.OF,2019-06-30,2019-07-16,67.86,1027395713.7,0.5,1848546960.67,708153785.65,3937327512.17,0.00200344756245574
2019-08-30,004494.OF,2019-06-30,2019-07-17,40.95,2436456854.7,23.2,2241753728.85,19999867.24,6944025100.05,0.0018631408044351705
2019-08-30,004056.OF,2019-06-30,2019-07-17,53.15,2465267595.89,17.45,2260791486.57,1178312302.87,8485128223.93,0.001941029902559066
2019-08-30,675061.OF,2019-06-30,2019-07-19,32.18,6535310033.73,37.87,2994409527.78,2230690477.66,22349271283.93,0.002010746185072243
2019-08-30,000863.OF,2019-06-30,2019-07-18,50.38,6496624904.93,23.56,9727850956.4,1610283413.95,25209664542.22,0.0019279864963872573
2019-08-30,511970.SH,2019-06-30,2019-07-18,36.11,2436560134.85,49.45,5381657600.26,,17175824037.29,0.001233075879499168
2019-08-30,519809.OF,2019-06-30,2019-07-17,53.9,26000159.0,24.99,49663758.94,,129162764.1,0.0016871826228730402
2019-08-30,004664.OF,2019-06-30,2019-07-18,98.08,,0.04,1776806297.75,525239922.68,2588198010.59,0.0021370138302285735
2019-08-30,000912.OF,2019-06-30,2019-07-19,57.63,990052285.09,0.42,924325059.16,420947167.77,2508242621.58,0.0017755623445978586
2019-08-30,519505.OF,2019-06-30,2019-07-17,19.39,2689812274.71,59.93,1115191953.64,460336069.07,13646777775.1,0.0017883782951524374
2019-08-30,003267.OF,2019-06-30,2019-07-19,62.4,1314666168.64,5.4,2186672495.36,150090927.98,4129125972.98,0.00187120050815337
2019-08-30,000605.OF,2019-06-30,2019-07-19,44.91,5641040235.62,25.95,6586629666.85,1170525016.38,19702843030.52,0.0021021932184444037
2019-08-30,000686.OF,2019-06-30,2019-07-17,42.3,2329554314.33,24.3,1940258575.32,410070700.14,7052466187.21,0.0020888310503131002
2019-08-30,000872.OF,2019-06-30,2019-07-18,93.53,352471568.71,0.03,396684504.1,4788135086.91,6997610923.27,0.0029417160060074554
2019-08-30,050003.OF,2019-06-30,2019-07-18,23.58,53356568831.31,44.99,30344381702.95,370006741.81,171434043905.48,0.0018867047627273426
2019-08-30,000741.OF,2019-06-30,2019-07-19,66.08,1787408761.12,1.8,2511488075.76,620108414.88,5625051335.15,0.001735152329958023
2019-08-30,000203.OF,2019-06-30,2019-07-18,98.89,1000000.0,0.21,208370315.89,50012524.75,367336500.72,0.001462653350070564
2019-08-30,002894.OF,2019-06-30,2019-07-17,31.03,2089400000.0,51.08,2759569679.03,399800887.28,12195076872.25,0.0018634610401302432
2019-08-30,003816.OF,2019-06-30,2019-07-19,52.57,10652382848.56,30.3,23882471074.72,6051828106.01,63524068201.47,0.002200782061047901
2019-08-30,001991.OF,2019-06-30,2019-07-16,66.47,18090267.14,23.1,72507915.25,28008002.97,181352450.55,0.0016287096615830166
2019-08-30,519899.OF,2019-06-30,2019-07-18,16.49,194920695.88,41.77,59848225.91,,519924094.52,0.001956849004509875
2019-08-30,090022.OF,2019-06-30,2019-07-18,23.72,7206321889.46,53.66,5794645178.27,209539212.08,32484131383.51,0.001872882405390408
2019-08-30,003317.OF,2019-06-30,2019-07-19,83.22,640030973.05,6.19,4368747297.4,170268860.98,6644655643.24,0.002066499550359424
2019-08-30,001926.OF,2019-06-30,2019-07-19,40.48,1042761524.15,31.02,895720448.95,240523168.18,3721534429.51,0.0017731496044817163
2019-08-30,110050.OF,2019-06-30,2019-07-19,38.56,1560001240.0,54.61,7763416454.27,,23896966262.31,0.0019770705253219223
2019-08-30,519801.OF,2019-06-30,2019-07-17,60.92,40000000.0,19.32,89492610.05,19976866.24,228913707.4,0.0018510932284727666
2019-08-30,004198.OF,2019-06-30,2019-07-17,38.7,9900981961.47,26.33,9368476269.58,,28445699289.28,0.0019390925854905205
2019-08-30,003536.OF,2019-06-30,2019-07-16,50.02,4401161141.76,16.27,3957855897.69,780645363.62,13207713299.15,0.0020235266605046487
2019-08-30,000771.OF,2019-06-30,2019-07-16,30.52,3203918445.87,46.78,3383402013.9,50044585.49,14326580866.5,0.0017437684682131138
2019-08-30,020007.OF,2019-06-30,2019-07-18,51.74,1142309433.47,18.57,1670877092.41,120003448.44,3876607091.8,0.0021535909638454864
2019-08-30,519507.OF,2019-06-30,2019-07-16,46.27,5171391022.08,15.67,3069478598.75,1600476359.47,14425892404.83,0.0020996785942413165
2019-08-30,161622.OF,2019-06-30,2019-07-16,52.11,4480442340.66,29.76,7406790567.16,3069178070.42,25590324113.95,0.002092655296282553
2019-08-30,002243.OF,2019-06-30,2019-07-18,33.8,295587043.37,25.6,128776576.23,50000893.89,736360313.48,0.0019253451922431886
2019-08-30,202307.OF,2019-06-30,2019-07-16,53.69,2899888814.82,20.84,3335607707.68,1610268532.7,11541089481.3,0.0019322874591971573
2019-08-30,001812.OF,2019-06-30,2019-07-17,42.92,1499737469.6,51.65,8211526871.43,4112265559.77,34154552349.95,0.0019041212872314972
2019-08-30,511920.SH,2019-06-30,2019-07-18,78.88,2088639132.94,2.23,7376900079.7,720364208.86,11280871570.35,0.0017170287678383023
2019-08-30,040003.OF,2019-06-30,2019-07-17,33.68,1501738432.61,34.89,1304067072.88,,4828370357.77,0.0016303265122936672
2019-08-30,511860.SH,2019-06-30,2019-07-18,48.64,64800457.2,31.38,109327213.58,,327476181.78,0.0017321941485639591
2019-08-30,560001.OF,2019-06-30,2019-07-18,71.61,20079340.03,3.91,49698989.9,,83369394.2,0.0014198155052511652
2019-08-30,320002.OF,2019-06-30,2019-07-16,47.96,120000420.0,15.5,,130104001.79,333688009.49,0.0017568122646807183
2019-08-30,380010.OF,2019-06-30,2019-07-19,91.93,,7.85,24300921800.38,189967481.01,28731344832.22,0.0021132105126724365
2019-08-30,002960.OF,2019-06-30,2019-07-18,60.55,19500000.0,5.37,29866939.07,,57590153.12,0.0016947253406707219
2019-08-30,003391.OF,2019-06-30,2019-07-17,64.81,1751576615.0,4.75,2613417933.34,1039899222.83,6161257702.38,0.002108652305976788
2019-08-30,000905.OF,2019-06-30,2019-07-16,54.94,1975625963.44,36.28,10519152834.3,1179856032.23,24235330894.19,0.002208291976861787
2019-08-30,471007.OF,2019-06-30,2019-07-17,85.03,,14.75,11484167709.41,958168884.44,16651730819.93,0.0017635715689741094
2019-08-30,000693.OF,2019-06-30,2019-07-17,37.75,59797419318.39,41.04,80826806620.13,5753259978.86,286732947100.65,0.0020560317608782075
2019-08-30,001693.OF,2019-06-30,2019-07-19,61.73,440322180.48,20.63,903243334.45,280358808.19,2602657514.28,0.0018400070110693445
2019-08-30,000486.OF,2018-06-30,2018-07-18,59.8,58938328.41,0.73,79813755.58,10038999.08,150260924.0,
2019-08-30,000627.OF,2019-06-30,2019-07-18,13.33,5666675661.5,48.1,1242786789.01,,14797340440.46,0.002169019444771436
2019-08-30,002912.OF,2019-06-30,2019-07-19,61.88,8439676739.52,17.54,16863417306.03,3420073001.17,42532303970.58,0.001894591192162176
2019-08-30,000846.OF,2019-06-30,2019-07-19,40.13,399600839.4,53.36,1341073921.13,1429973848.03,9225829251.22,0.0020979392535069863
2019-08-30,004199.OF,2019-06-30,2019-07-17,38.7,9900981961.47,26.33,9368476269.58,,28445699289.28,0.0021368639288996683
2019-08-30,511950.SH,2019-06-30,2019-07-18,17.75,2365910928.87,49.02,915978913.73,,7193735794.03,0.00195752004530636
2019-08-30,000493.OF,2019-06-30,2019-07-16,52.61,16505562637.31,30.49,32658466520.72,13682733304.42,100930689503.75,0.0020342390585375014
2019-08-30,519998.OF,2019-06-30,2019-07-18,76.32,1033767018.52,16.73,9587153521.59,1169875846.17,15604639484.06,0.0020313468619965747
2019-08-30,217014.OF,2019-06-30,2019-07-19,33.1,6558962478.47,26.52,4051201688.55,,16372877291.0,0.001895730827381481
2019-08-30,000625.OF,2019-06-30,2019-07-16,27.97,12545399538.1,43.76,9212887317.44,950163400.18,45132164719.05,0.002035950614306614
2019-08-30,000651.OF,2019-06-30,2019-07-19,36.7,353170329.76,24.84,238845588.31,,923375965.1,0.0018491488215572893
2019-08-30,000818.OF,2019-06-30,2019-07-16,27.97,12545399538.1,43.76,9212887317.44,950163400.18,45132164719.05,0.0019541492782100267
2019-08-30,003003.OF,2019-06-30,2019-07-17,34.04,6902401657.5,54.43,13309883497.55,,61256591703.27,0.0018602282392068403
2019-08-30,162206.OF,2019-06-30,2019-07-16,71.86,650241695.37,0.37,1131572580.84,558648752.37,2519320849.73,0.0019528983287613322
2019-08-30,000495.OF,2019-06-30,2019-07-16,52.61,16505562637.31,30.49,32658466520.72,13682733304.42,100930689503.75,0.0021310454445337967
2019-08-30,002760.OF,2019-06-30,2019-07-18,65.7,1238770378.16,3.46,1794410394.3,580239094.55,4072026663.9,0.0018123052944416518
2019-08-30,217026.OF,2019-06-30,2019-07-19,55.16,99764829.65,5.7,99337621.13,20039925.83,277203569.77,0.0005787088161126608
2019-08-30,003228.OF,2019-06-30,2019-07-16,28.64,11624644770.42,31.75,5086029960.17,1260911111.68,29673628724.97,0.0018724241382197526
2019-08-30,000856.OF,2019-06-30,2019-07-16,61.03,293941000.0,34.26,3983342009.03,670125909.25,8755144900.27,
2019-08-30,001669.OF,2019-06-30,2019-07-16,30.52,3203918445.87,46.78,3383402013.9,50044585.49,14326580866.5,0.0022991985228788536
2019-08-30,511600.SH,2019-06-30,2019-07-17,40.48,40978117505.0,33.07,55113807923.33,498888506.0,156750126601.66,0.0019400102204136793
2019-08-30,003537.OF,2019-06-30,2019-07-19,45.73,6276186614.04,24.95,7740478899.04,,21654764422.57,0.0020049176837826366
2019-08-30,003538.OF,2019-06-30,2019-07-19,45.73,6276186614.04,24.95,7740478899.04,,21654764422.57,0.002203358910033426
2019-08-30,004261.OF,2019-06-30,2019-07-19,55.66,1681044401.57,12.17,2487206616.19,,5261691150.26,0.0019422155016897147
2019-08-30,004262.OF,2019-06-30,2019-07-19,55.66,1681044401.57,12.17,2487206616.19,,5261691150.26,0.002139859383061715
2019-08-30,002788.OF,2019-06-30,2019-07-16,38.42,554979312.46,26.5,512892497.49,129841509.21,2118400705.16,0.0018082403882995202
2019-08-30,511910.SH,2019-06-30,2019-07-16,50.55,6368635392.99,24.52,10487970668.43,939681614.32,26142829373.35,0.001967780436018307
2019-08-30,003879.OF,2017-09-30,2017-10-25,0.0,,98.66,,,1581025894.48,
2019-08-30,090021.OF,2019-06-30,2019-07-18,48.42,2316582634.87,33.0,5493352091.59,,12705939018.99,0.0019390220783166434
2019-08-30,001930.OF,2019-06-30,2019-07-17,52.29,1640750424.86,16.77,1343066751.35,1091940031.76,5400222815.88,0.0023311930894189814
2019-08-30,005150.OF,2019-06-30,2019-07-17,81.28,120310620.46,0.06,348957328.16,120089449.78,650761771.97,0.0020371947454138617
2019-08-30,001057.OF,2019-06-30,2019-07-17,93.89,,5.85,15172124376.09,5040827385.52,22699480927.41,0.0020621006444208057
2019-08-30,004970.OF,2019-06-30,2019-07-16,64.27,736951471.73,27.66,5220142311.93,520288917.29,10161198147.03,0.0019231803499917266
2019-08-30,005101.OF,2019-06-30,2019-07-19,38.56,1560001240.0,54.61,7763416454.27,,23896966262.31,0.00218622297854143
2019-08-30,000542.OF,2019-06-30,2019-07-16,42.39,3865965352.22,27.36,4594800457.85,59950682.52,12874127387.76,0.001990554070607553
2019-08-30,004903.OF,2019-06-30,2019-07-16,97.23,,0.78,12996394950.89,3160567042.56,20264746589.73,0.0019022330341140758
2019-08-30,002185.OF,2019-06-30,2019-07-17,73.91,89980414.97,0.35,199464919.17,39991446.87,353778892.37,0.0018943187597568745
2019-08-30,003515.OF,2019-06-30,2019-07-18,33.47,30971191901.84,41.14,28544246966.12,6360155985.95,124734073910.05,0.0019453578098893587
2019-08-30,002235.OF,2019-06-30,2019-07-16,50.65,208342237.52,6.83,169474603.4,109995632.18,611025227.89,0.0015993542431571584
2019-08-30,000620.OF,2019-06-30,2019-07-19,38.66,5928286874.43,41.94,8724982736.18,1478890245.92,34403365725.56,0.002135477808172803
2019-08-30,002937.OF,2019-06-30,2019-07-17,63.91,470600000.0,0.99,500503688.49,299507023.19,1408035135.51,0.0022939265839603262
2019-08-30,001843.OF,2019-06-30,2019-07-17,91.45,35100000.0,0.95,384100012.7,60000356.39,540244053.82,0.0021232499604812993
2019-08-30,001477.OF,2019-06-30,2019-07-16,67.68,3512197725.63,10.66,9604002704.48,460517432.61,16563767265.57,0.0018198579338690735
2019-08-30,003483.OF,2019-06-30,2019-07-17,37.76,2655827423.74,27.99,2353966376.88,110000405.07,7796532977.36,0.0021970774251354186
2019-08-30,530002.OF,2019-06-30,2019-07-17,55.09,1257793393.19,7.99,741286360.84,800053660.72,3471504563.65,0.002516181785490179
2019-08-30,519858.OF,2019-06-30,2019-07-18,34.19,122915824.37,39.94,149403421.83,,524862108.4,0.0015858948442688536
