,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2012-12-31,519505.OF,2012-09-30,2012-10-26,56.24,185900678.85,36.73,,1263137093.91,3253595755.65,0.0017883782951524374
2012-12-31,050003.OF,2012-09-30,2012-10-25,35.2,1863373995.06,58.54,,11094206949.94,39112060536.04,0.0018867047627273426
2012-12-31,020007.OF,2012-09-30,2012-10-25,38.71,728092972.14,20.87,,390611862.04,1826676097.78,0.0021535909638454864
2012-12-31,040003.OF,2012-09-30,2012-10-26,46.59,,49.44,,4011306055.14,11281236275.91,0.0016303265122936672
2012-12-31,560001.OF,2012-09-30,2012-10-24,39.27,33294270.14,6.49,,14551397.17,62570461.86,0.0014198155052511652
2012-12-31,320002.OF,2012-09-30,2012-10-26,57.73,947825677.52,14.41,,1331005052.61,3521727253.3,0.0017568122646807183
2012-12-31,519998.OF,2012-09-30,2012-10-25,38.47,774202481.3,50.71,,2152337085.59,8116912440.38,0.0020313468619965747
2012-12-31,217014.OF,2012-09-30,2012-10-24,37.07,2167805651.7,54.15,,5849781458.71,26987740931.81,0.001895730827381481
2012-12-31,003003.OF,2012-09-30,2012-10-26,39.67,2620003040.0,51.73,,8327445999.13,35787514283.15,0.0018602282392068403
2012-12-31,162206.OF,2012-09-30,2012-10-24,66.66,90000375.0,15.31,,190590379.42,526441796.89,0.0019528983287613322
2012-12-31,530002.OF,2012-09-30,2012-10-26,59.53,249281053.92,30.6,,1182870069.37,2980358252.24,0.002516181785490179
2012-12-31,121011.OF,2012-09-30,2012-10-25,38.52,,60.48,,1823878867.02,7491527479.1,0.001914238275392055
2012-12-31,091005.OF,2012-09-30,2012-10-25,33.32,,65.98,,552111120.62,2646568068.22,0.0019098526120235881
2012-12-31,420006.OF,2012-09-30,2012-10-24,34.35,109000483.5,46.13,,171371896.64,585964285.08,0.0019394401752563795
2012-12-31,253050.OF,2012-09-30,2012-10-25,34.1,,65.07,,120562503.61,412045586.2,0.0016881920940932105
2012-12-31,340005.OF,2012-09-30,2012-10-24,37.95,,61.07,,260832315.55,844773491.76,0.0020674969791256714
2012-12-31,583101.OF,2012-09-30,2012-10-25,26.07,90000000.0,22.51,,100658649.17,520278158.17,0.002011396058290371
2012-12-31,163820.OF,2012-09-30,2012-10-24,34.16,4146188459.27,46.78,,4952455386.18,23078553153.24,0.0019389341152236117
2012-12-31,100025.OF,2012-09-30,2012-10-25,50.48,,44.69,,1633522192.5,5262559771.53,0.0017861594821475535
2012-12-31,260202.OF,2012-09-30,2012-10-26,15.19,143980815.97,1.17,,,461556866.15,0.0022855029581945185
2012-12-31,460106.OF,2012-09-30,2012-10-26,22.83,,76.52,,50085221.79,483020189.7,0.002046303806856331
2012-12-31,240006.OF,2012-09-30,2012-10-26,50.27,409051453.58,36.73,,1283007138.37,3409965837.78,0.0019381354312772991
2012-12-31,150005.OF,2012-09-30,2012-10-24,45.95,237901036.85,42.9,,912125713.83,2333592463.27,0.0020493474903138242
2012-12-31,550010.OF,2012-09-30,2012-10-24,44.85,68600222.9,49.29,,985420345.06,2240916199.07,0.0016824118712415181
2012-12-31,519508.OF,2012-09-30,2012-10-24,61.17,704201856.3,29.6,,3909363878.62,8925935555.31,0.0019024923560950757
2012-12-31,202302.OF,2012-09-30,2012-10-26,42.46,,56.03,,14842597121.15,47313416899.13,0.0019848747634625408
2012-12-31,583001.OF,2012-09-30,2012-10-25,26.07,90000000.0,22.51,,100658649.17,520278158.17,0.001814011748230815
2012-12-31,485118.OF,2012-09-30,2012-10-25,7.42,,92.45,,,27097761173.95,0.002224188504144742
2012-12-31,128011.OF,2012-09-30,2012-10-25,38.52,,60.48,,1823878867.02,7491527479.1,0.0021135144039023945
2012-12-31,400005.OF,2012-09-30,2012-10-25,52.79,148000582.0,32.85,,441209605.68,1139099069.61,0.0017231505534507363
2012-12-31,519506.OF,2012-09-30,2012-10-26,56.24,185900678.85,36.73,,1263137093.91,3253595755.65,0.0019873993182233374
2012-12-31,519509.OF,2012-09-30,2012-10-24,7.04,356101241.65,51.01,,60003581.63,851899734.04,0.0019604243470934257
2012-12-31,288101.OF,2012-09-30,2012-10-26,59.61,,38.95,,760698481.28,1927053533.33,0.001969526724959536
2012-12-31,161615.OF,2012-09-30,2012-10-24,37.37,994922492.38,32.89,,973827671.65,3435974979.3,0.0022888218584280473
2012-12-31,660107.OF,2012-09-30,2012-10-26,49.96,216900925.35,28.18,,381487942.34,1044246651.09,0.0020682845482951073
2012-12-31,360018.OF,2012-09-30,2012-10-25,0.0,,99.87,,,218920144.71,
2012-12-31,470030.OF,2012-09-30,2012-10-26,30.71,,67.36,,2553957406.68,13454292606.97,0.002023343401681643
2012-12-31,150015.OF,2012-09-30,2012-10-24,45.95,237901036.85,42.9,,912125713.83,2333592463.27,0.0022464775834210027
2012-12-31,200003.OF,2012-09-30,2012-10-25,52.0,358001377.0,21.72,,572043071.61,1428293160.43,0.001990730799945828
2012-12-31,040034.OF,2012-09-30,2012-10-26,0.91,,98.8,,10065984.12,1107151330.0,
2012-12-31,040031.OF,2012-09-30,2012-10-26,4.06,77600236.4,78.1,,20193381.35,497885532.9,
2012-12-31,240007.OF,2012-09-30,2012-10-26,50.27,409051453.58,36.73,,1283007138.37,3409965837.78,0.0021358904867629924
2012-12-31,200103.OF,2012-09-30,2012-10-25,52.0,358001377.0,21.72,,572043071.61,1428293160.43,0.0021884277238188865
2012-12-31,217004.OF,2012-09-30,2012-10-24,37.07,2167805651.7,54.15,,5849781458.71,26987740931.81,0.0016980320214463607
2012-12-31,040033.OF,2012-09-30,2012-10-26,0.91,,98.8,,10065984.12,1107151330.0,
2012-12-31,110016.OF,2012-09-30,2012-10-24,35.28,,62.65,,8062459784.06,26284824854.17,0.001982545455257334
2012-12-31,040029.OF,2012-09-30,2012-10-26,0.0,,99.93,,,1489475763.38,
2012-12-31,160609.OF,2012-09-30,2012-10-24,53.81,80750241.13,43.46,,2032562474.7,5119414758.34,0.0021096363787214134
2012-12-31,550011.OF,2012-09-30,2012-10-24,44.85,68600222.9,49.29,,985420345.06,2240916199.07,0.0018811668683722527
2012-12-31,471014.OF,2012-09-30,2012-10-26,24.88,,67.29,,340860335.32,1570851535.85,0.002138825563965163
2012-12-31,070029.OF,2012-09-30,2012-10-26,15.9,336000000.0,39.31,,20037536.37,752584437.89,0.0016810949868846237
2012-12-31,519510.OF,2012-09-30,2012-10-24,7.04,356101241.65,51.01,,60003581.63,851899734.04,0.00215855628228101
2012-12-31,482002.OF,2012-09-30,2012-10-25,46.81,460000810.0,48.0,,4725455252.75,13156545536.1,0.0019382123876090507
2012-12-31,470014.OF,2012-09-30,2012-10-26,24.88,,67.29,,340860335.32,1570851535.85,0.0018998954830382608
2012-12-31,100028.OF,2012-09-30,2012-10-25,50.48,,44.69,,1633522192.5,5262559771.53,0.0019837938827154122
2012-12-31,660007.OF,2012-09-30,2012-10-26,49.96,216900925.35,28.18,,381487942.34,1044246651.09,0.0018705099662930103
2012-12-31,460006.OF,2012-09-30,2012-10-26,22.83,,76.52,,50085221.79,483020189.7,0.0018489642076948698
2012-12-31,320019.OF,2012-09-30,2012-10-26,57.73,947825677.52,14.41,,1331005052.61,3521727253.3,0.0019551337916761113
2012-12-31,519517.OF,2012-09-30,2012-10-26,57.67,,38.78,,2094007342.37,5059331873.59,0.002278362021125524
2012-12-31,519589.OF,2012-09-30,2012-10-26,66.99,,31.89,,2158033833.5,5226440168.28,0.0018721681709263915
2012-12-31,310338.OF,2012-09-30,2012-10-24,16.75,17000000.0,71.57,,9951103.93,148740950.71,0.0016660691767604874
2012-12-31,160606.OF,2012-09-30,2012-10-24,53.81,80750241.13,43.46,,2032562474.7,5119414758.34,0.0019123261267850467
2012-12-31,070008.OF,2012-09-30,2012-10-26,38.62,152600000.0,59.38,,5533515725.77,22579298829.61,0.0019037344743024764
2012-12-31,163303.OF,2012-09-30,2012-10-26,38.1,200000620.0,35.5,,300818689.5,920031448.21,
2012-12-31,110006.OF,2012-09-30,2012-10-24,35.28,,62.65,,8062459784.06,26284824854.17,0.0017849826508335997
2012-12-31,080011.OF,2012-09-30,2012-10-25,38.97,,34.32,,291243457.87,1107487888.87,0.0018301327052077099
2012-12-31,485018.OF,2012-09-30,2012-10-25,7.42,,92.45,,,27097761173.95,0.002463397575544146
2012-12-31,37001B.OF,2012-09-30,2012-10-24,40.92,8629900000.0,13.18,,711847656.35,18965327822.0,0.0019281217789621774
2012-12-31,180009.OF,2012-09-30,2012-10-24,43.0,346201079.3,42.51,,913236744.02,2568202802.49,0.002003238783225836
2012-12-31,253051.OF,2012-09-30,2012-10-25,34.1,,65.07,,120562503.61,412045586.2,0.001884871710821523
2012-12-31,163802.OF,2012-09-30,2012-10-24,34.16,4146188459.27,46.78,,4952455386.18,23078553153.24,0.0017413725623647291
2012-12-31,202301.OF,2012-09-30,2012-10-26,42.46,,56.03,,14842597121.15,47313416899.13,0.0017874854502359927
2012-12-31,540011.OF,2012-09-30,2012-10-26,20.42,421001128.5,1.17,,60303480.76,539581580.09,0.001702895383995262
2012-12-31,040030.OF,2012-09-30,2012-10-26,4.06,77600236.4,78.1,,20193381.35,497885532.9,
2012-12-31,161608.OF,2012-09-30,2012-10-24,37.37,994922492.38,32.89,,973827671.65,3435974979.3,0.002091556102375769
2012-12-31,519999.OF,2012-09-30,2012-10-25,38.47,774202481.3,50.71,,2152337085.59,8116912440.38,0.0018336589008196569
2012-12-31,519588.OF,2012-09-30,2012-10-26,66.99,,31.89,,2158033833.5,5226440168.28,0.0016748009188123358
2012-12-31,392002.OF,2012-09-30,2012-10-24,29.94,20000150.0,68.23,,420648147.54,1738384795.28,0.0018315876883236992
2012-12-31,180008.OF,2012-09-30,2012-10-24,43.0,346201079.3,42.51,,913236744.02,2568202802.49,0.0018057101844524137
2012-12-31,360017.OF,2012-09-30,2012-10-25,0.0,,99.87,,,218920144.71,
2012-12-31,040028.OF,2012-09-30,2012-10-26,0.0,,99.93,,,1489475763.38,
2012-12-31,420106.OF,2012-09-30,2012-10-24,34.35,109000483.5,46.13,,171371896.64,585964285.08,0.002137266162597351
2012-12-31,370010.OF,2012-09-30,2012-10-24,40.92,8629900000.0,13.18,,711847656.35,18965327822.0,0.0017309661666236043
2012-12-31,519518.OF,2012-09-30,2012-10-26,57.67,,38.78,,2094007342.37,5059331873.59,0.002080240037750425
2012-12-31,070028.OF,2012-09-30,2012-10-26,15.9,336000000.0,39.31,,20037536.37,752584437.89,0.0014833054282821223
2012-12-31,410002.OF,2012-09-30,2012-10-26,43.28,175528703.29,45.43,,621028046.0,1724741356.3,0.0018643988915081344
2012-12-31,260102.OF,2012-09-30,2012-10-26,15.19,143980815.97,1.17,,,461556866.15,0.002094986321137471
2012-12-31,041003.OF,2012-09-30,2012-10-26,46.59,,49.44,,4011306055.14,11281236275.91,0.0018275188024579059
2012-12-31,213009.OF,2012-09-30,2012-10-25,24.42,,74.91,,492209496.09,3827633890.39,0.0016993181765290188
2012-12-31,541011.OF,2012-09-30,2012-10-26,20.42,421001128.5,1.17,,60303480.76,539581580.09,0.0019026507591564101
2012-12-31,392001.OF,2012-09-30,2012-10-24,29.94,20000150.0,68.23,,420648147.54,1738384795.28,0.0016334557360677682
2012-12-31,213909.OF,2012-09-30,2012-10-25,24.42,,74.91,,492209496.09,3827633890.39,0.0018981208736925659
2012-12-31,270004.OF,2012-09-30,2012-10-25,33.42,1797402346.1,57.71,,10397307399.11,37704724748.76,0.001793326568487963
2012-12-31,471030.OF,2012-09-30,2012-10-26,30.71,,67.36,,2553957406.68,13454292606.97,0.002262035859333267
2012-12-31,360003.OF,2012-09-30,2012-10-25,48.28,10000135.0,47.9,,120159950.79,393394859.77,0.001649821019326092
