,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2015-06-30,360022.OF,2014-12-31,2015-01-21,0.0,,99.98,,,29059288.63,
2015-06-30,000863.OF,2015-03-31,2015-04-20,40.95,296400844.6,50.86,,1469395144.69,4721554832.69,0.0019279864963872573
2015-06-30,519809.OF,2015-03-31,2015-04-21,20.74,,77.03,,120005900.9,674992614.51,0.0016871826228730402
2015-06-30,000912.OF,2015-03-31,2015-04-22,32.44,21900001.1,51.2,,30036163.17,154240941.68,0.0017755623445978586
2015-06-30,519505.OF,2015-03-31,2015-04-21,40.46,,57.26,,1414048736.99,4455871376.19,0.0017883782951524374
2015-06-30,000605.OF,2015-03-31,2015-04-22,45.05,,53.82,,290429832.1,755355797.15,0.0021021932184444037
2015-06-30,000643.OF,2015-03-31,2015-04-21,44.35,2100000.0,50.96,,23048791.91,74519166.8,
2015-06-30,000686.OF,2015-03-31,2015-04-21,43.23,,54.88,,99952304.66,346843467.69,0.0020888310503131002
2015-06-30,000872.OF,2015-03-31,2015-04-22,8.77,10000135.0,81.74,,10114772.2,115268874.86,0.0029417160060074554
2015-06-30,050003.OF,2015-03-31,2015-04-20,34.86,815972223.96,60.04,,8485841732.19,30659907629.82,0.0018867047627273426
2015-06-30,000741.OF,2015-03-31,2015-04-21,28.04,614002081.0,57.71,,1041249961.32,4677205947.24,0.001735152329958023
2015-06-30,000203.OF,2015-03-31,2015-04-20,49.08,8000132.0,48.11,,280593372.94,734700285.6,0.001462653350070564
2015-06-30,519899.OF,2015-03-31,2015-04-18,27.01,,66.59,,710066331.62,3259190675.21,0.001956849004509875
2015-06-30,090022.OF,2015-03-31,2015-04-18,40.28,1268163822.25,25.73,,2090220626.98,6680110962.49,0.001872882405390408
2015-06-30,110050.OF,2015-03-31,2015-04-22,53.3,,42.81,,1055284657.8,2334968619.77,0.0019770705253219223
2015-06-30,519801.OF,2015-03-31,2015-04-21,14.05,100000450.0,66.67,,119990980.94,854206724.09,0.0018510932284727666
2015-06-30,000771.OF,2015-03-31,2015-04-21,26.58,503742358.21,68.22,,2359152697.09,10947794743.32,0.0017437684682131138
2015-06-30,020007.OF,2015-03-31,2015-04-20,42.68,47500271.25,48.67,,359985456.23,984018620.05,0.0021535909638454864
2015-06-30,519507.OF,2015-03-31,2015-04-22,42.4,2681159301.72,19.63,,2278689899.91,7309049154.04,0.0020996785942413165
2015-06-30,202307.OF,2015-03-31,2015-04-21,41.2,,46.0,,74975053.79,206244430.21,0.0019322874591971573
