,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2014-12-31,360022.OF,2014-09-30,2014-10-27,0.0,13700140.55,60.19,,,34505537.4,
2014-12-31,519809.OF,2014-09-30,2014-10-24,17.99,,78.16,,100174025.81,556881781.04,0.0016871826228730402
2014-12-31,519505.OF,2014-09-30,2014-10-25,51.15,,47.35,,2143664756.3,5574944176.18,0.0017883782951524374
2014-12-31,000605.OF,2014-09-30,2014-10-25,31.99,,67.25,,51026806.1,222026699.77,0.0021021932184444037
2014-12-31,000643.OF,2014-09-30,2014-10-24,26.4,,71.94,,5039609.86,57031407.36,
2014-12-31,000686.OF,2014-09-30,2014-10-24,26.7,69500304.25,51.86,,60276567.68,338074160.91,0.0020888310503131002
2014-12-31,050003.OF,2014-09-30,2014-10-27,45.26,,53.64,,14647981035.65,38646880259.96,0.0018867047627273426
2014-12-31,000203.OF,2014-09-30,2014-10-27,55.98,147972821.96,28.56,,410464482.32,1019020023.31,0.001462653350070564
2014-12-31,519899.OF,2014-09-30,2014-10-27,36.4,1311802627.7,24.19,,1005034179.27,3997568673.13,0.001956849004509875
2014-12-31,090022.OF,2014-09-30,2014-10-27,43.98,2203809105.7,24.34,,2716620815.31,7881387403.97,0.001872882405390408
2014-12-31,110050.OF,2014-09-30,2014-10-25,49.11,,35.1,,1184719300.34,2900686487.33,0.0019770705253219223
2014-12-31,519801.OF,2014-09-30,2014-10-24,24.04,,74.15,,109987228.56,499259033.66,0.0018510932284727666
2014-12-31,020007.OF,2014-09-30,2014-10-27,19.67,639342319.02,47.81,,570371975.8,4223068994.69,0.0021535909638454864
2014-12-31,519507.OF,2014-09-30,2014-10-25,54.82,400001320.0,37.41,,1760151585.36,5745894937.11,0.0020996785942413165
2014-12-31,202307.OF,2014-09-30,2014-10-24,58.37,9500254.25,37.23,,195844341.66,369851332.96,0.0019322874591971573
2014-12-31,040003.OF,2014-09-30,2014-10-24,57.31,,34.98,,2170810224.22,5384223266.87,0.0016303265122936672
2014-12-31,511860.SH,2014-12-02,2014-12-04,0.0,1489900000.0,1.23,,,1509843164.57,0.0017321941485639591
2014-12-31,560001.OF,2014-09-30,2014-10-27,49.41,25200000.0,17.66,,36558699.34,94216417.26,0.0014198155052511652
2014-12-31,320002.OF,2014-09-30,2014-10-24,72.23,518901938.35,10.03,,2393141690.59,3812529247.72,0.0017568122646807183
2014-12-31,380010.OF,2014-09-30,2014-10-25,37.25,227951056.93,29.44,,230016152.72,698241944.81,0.0021132105126724365
2014-12-31,471007.OF,2014-09-30,2014-10-24,48.84,49960474.94,42.99,,180049555.29,695012231.98,0.0017635715689741094
2014-12-31,000486.OF,2013-12-31,2014-01-01,,,,,,,
2014-12-31,000627.OF,2014-09-30,2014-10-27,15.76,30000245.0,68.9,,30049075.31,317875310.95,0.002169019444771436
2014-12-31,000493.OF,2014-09-30,2014-10-24,37.09,405541608.31,19.91,,306016914.93,960031437.22,0.0020342390585375014
2014-12-31,519998.OF,2014-09-30,2014-10-27,55.25,380001230.0,0.73,,191528027.33,891213734.94,0.0020313468619965747
2014-12-31,519529.OF,2014-09-30,2014-10-25,10.47,904600000.0,10.31,,19966166.8,1146357625.25,
2014-12-31,217014.OF,2014-09-30,2014-10-25,21.11,7979700074.83,55.55,,4472446328.28,34897112332.39,0.001895730827381481
2014-12-31,000625.OF,2014-09-30,2014-10-24,54.14,150701138.55,0.6,,200346929.9,406947582.49,0.002035950614306614
2014-12-31,000651.OF,2014-09-30,2014-10-25,35.34,130000715.0,38.79,,139994847.26,509694976.02,0.0018491488215572893
2014-12-31,000818.OF,2014-09-30,2014-10-24,54.14,150701138.55,0.6,,200346929.9,406947582.49,0.0019541492782100267
2014-12-31,003003.OF,2014-09-30,2014-10-24,25.96,1693503020.0,68.19,,18730149590.86,129898748050.75,0.0018602282392068403
2014-12-31,162206.OF,2014-09-30,2014-10-25,79.06,190000000.0,0.17,,692215611.17,989337073.57,0.0019528983287613322
2014-12-31,000495.OF,2014-09-30,2014-10-24,37.09,405541608.31,19.91,,306016914.93,960031437.22,0.0021310454445337967
2014-12-31,217026.OF,2014-09-30,2014-10-25,24.87,149100783.65,50.18,,119943929.39,603308877.65,0.0005787088161126608
2014-12-31,090021.OF,2014-09-30,2014-10-27,74.05,282301983.45,3.79,,912872099.31,1381445802.66,0.0019390220783166434
2014-12-31,080019.OF,2014-09-30,2014-10-27,5.98,3700000.0,72.54,,,33458857.85,
2014-12-31,001057.OF,2014-09-30,2014-10-24,35.25,30000000.0,59.37,,245294504.35,809539070.55,0.0020621006444208057
2014-12-31,000542.OF,2014-09-30,2014-10-25,33.75,148200822.3,57.22,,570443498.5,2254473497.75,0.001990554070607553
2014-12-31,530002.OF,2014-09-30,2014-10-24,46.25,1043614410.43,47.71,,8460477051.4,24584048878.5,0.002516181785490179
2014-12-31,519858.OF,2014-09-30,2014-10-27,39.24,175000427.5,47.7,,591359351.86,1685259541.25,0.0015858948442688536
2014-12-31,040038.OF,2014-09-30,2014-10-24,69.96,,25.66,,340039374.5,528933140.54,0.0019907354217945095
2014-12-31,000683.OF,2014-09-30,2014-10-25,62.95,,35.8,,110431028.9,270987797.69,0.0016402746110601996
2014-12-31,000658.OF,2014-09-30,2014-10-25,24.16,3500000.0,70.66,,9000272.19,78644068.49,0.0
2014-12-31,121011.OF,2014-09-30,2014-10-27,24.91,4179565994.34,17.14,,1495060618.61,7648084796.16,0.001914238275392055
2014-12-31,091005.OF,2014-09-30,2014-10-27,50.03,90000255.0,41.79,,2691201648.23,9181092686.06,0.0019098526120235881
2014-12-31,000719.OF,2014-09-30,2014-10-24,37.09,405541608.31,19.91,,306016914.93,960031437.22,0.0019822485849123606
2014-12-31,000476.OF,2014-09-30,2014-10-27,80.1,30000245.0,9.75,,209979342.3,311862301.33,0.0019996417757774942
2014-12-31,380008.OF,2014-09-30,2014-10-25,56.03,161350457.03,28.55,,550445104.28,1142584099.6,0.0023439427189357875
2014-12-31,420006.OF,2014-09-30,2014-10-24,43.76,397197515.8,36.31,,722585132.74,2107966837.09,0.0019394401752563795
2014-12-31,000397.OF,2014-09-30,2014-10-24,21.48,367451351.18,70.63,,840773988.26,5306389401.27,0.0019292273472459875
2014-12-31,253050.OF,2014-09-30,2014-10-27,34.64,799800609.55,17.51,,520296090.26,1761179866.82,0.0016881920940932105
2014-12-31,519501.OF,2014-09-30,2014-10-25,54.82,400001320.0,37.41,,1760151585.36,5745894937.11,0.002108098637154665
2014-12-31,519567.OF,2014-09-30,2014-10-24,47.2,250350895.53,38.28,,1343814627.55,3504590402.17,0.001925044283621835
2014-12-31,000371.OF,2014-09-30,2014-10-24,29.87,2264405356.6,52.38,,2600193025.41,13104373295.99,0.0021317038934638433
2014-12-31,340005.OF,2014-09-30,2014-10-25,33.25,,58.91,,170577131.63,618346969.28,0.0020674969791256714
2014-12-31,583101.OF,2014-09-30,2014-10-27,42.78,19950149.93,39.51,,50187135.72,152239926.74,0.002011396058290371
2014-12-31,519512.OF,2014-09-30,2014-10-25,41.7,97449724.42,7.95,,53693446.6,198397115.4,0.0013699176957659986
2014-12-31,740602.OF,2014-09-30,2014-10-27,53.27,199000698.5,25.48,,301066109.16,1016609816.58,0.0019044385252311447
2014-12-31,000210.OF,2014-09-30,2014-10-27,41.04,23720219.38,55.45,,420854615.23,1245194940.85,0.0017743563770187265
2014-12-31,000037.OF,2014-09-30,2014-10-27,51.93,69400704.1,23.14,,135014139.01,288928655.1,0.0021041029102466524
2014-12-31,660116.OF,2014-09-30,2014-10-23,26.23,109910884.87,68.16,,434985059.06,2569851680.65,0.0
2014-12-31,163820.OF,2014-09-30,2014-10-25,31.35,15570971371.67,38.05,,10548408270.68,51729674728.12,0.0019389341152236117
2014-12-31,100025.OF,2014-09-30,2014-10-27,45.61,1387804681.7,24.61,,1580041220.39,4771496190.95,0.0017861594821475535
2014-12-31,260202.OF,2014-09-30,2014-10-24,62.79,310001155.5,9.44,,681272708.62,1212572858.11,0.0022855029581945185
2014-12-31,000539.OF,2014-09-30,2014-10-25,51.79,1122843725.51,22.28,,2020995127.49,4462997948.53,0.0019927901565550687
2014-12-31,460106.OF,2014-09-30,2014-10-24,46.38,972802379.2,45.29,,4385301023.06,13529694170.84,0.002046303806856331
2014-12-31,240006.OF,2014-09-30,2014-10-24,51.14,301600000.0,40.31,,1440164031.85,4010321691.3,0.0019381354312772991
2014-12-31,000009.OF,2014-09-30,2014-10-25,48.95,86398529.6,39.45,,7296225077.0,16965822711.68,0.0019221726912330706
2014-12-31,150005.OF,2014-09-30,2014-10-24,65.24,107000000.0,27.63,,1006489424.01,1849323737.39,0.0020493474903138242
2014-12-31,000132.OF,2014-09-30,2014-10-25,50.03,30000000.0,42.64,,170073297.12,539923614.01,
2014-12-31,511800.SH,2014-12-01,2014-12-03,41.38,1545102687.65,52.12,,11351249755.31,39756547006.67,0.0017767853190551186
2014-12-31,000682.OF,2014-09-30,2014-10-25,62.95,,35.8,,110431028.9,270987797.69,0.0019373827344639771
2014-12-31,550010.OF,2014-09-30,2014-10-25,42.61,170000775.0,38.28,,720914098.84,2301786903.29,0.0016824118712415181
2014-12-31,000301.OF,2014-09-30,2014-10-27,49.23,246000565.0,14.41,,250626883.69,814118971.13,0.0018295928942044792
2014-12-31,000089.OF,2014-09-30,2014-10-24,46.88,635002712.5,25.94,,968078184.07,2364441284.55,0.0023524493892248532
2014-12-31,519508.OF,2014-09-30,2014-10-25,54.82,400001320.0,37.41,,1760151585.36,5745894937.11,0.0019024923560950757
2014-12-31,000704.OF,2014-09-30,2014-10-25,35.46,47500191.25,46.65,,80261614.22,282819866.83,0.0018661647268902737
2014-12-31,380001.OF,2014-09-30,2014-10-25,53.71,628301432.45,27.3,,1680611937.44,3502477632.1,0.002072138640764276
2014-12-31,710502.OF,2014-09-30,2014-10-27,44.85,,53.67,,40209598.45,111952104.44,0.0019677121111962848
2014-12-31,270047.OF,2014-09-30,2014-10-27,37.05,110000765.0,33.22,,119953763.68,377793245.01,0.0022205505105208356
2014-12-31,000506.OF,2014-09-30,2014-10-27,48.03,16000128.0,51.1,,8205098654.75,23095214457.33,0.002051268712325749
2014-12-31,000325.OF,2014-09-30,2014-10-24,49.76,14000141.0,46.75,,140532323.54,643841694.03,0.0017957081541157827
2014-12-31,000331.OF,2014-09-30,2014-10-25,47.9,951461353.77,27.5,,1265488338.39,4075227517.78,0.0018873102358594185
2014-12-31,202302.OF,2014-09-30,2014-10-24,38.29,995906693.86,60.16,,32510839769.27,112644479114.59,0.0019848747634625408
2014-12-31,070036.OF,2014-09-30,2014-10-24,38.52,,56.7,,1069703805.7,3192722939.2,0.002177345218928206
2014-12-31,583001.OF,2014-09-30,2014-10-27,42.78,19950149.93,39.51,,50187135.72,152239926.74,0.001814011748230815
2014-12-31,485120.OF,2014-09-30,2014-10-27,54.4,183930015.89,42.99,,5871742863.38,12704547272.08,0.0024203343862305715
2014-12-31,750007.OF,2014-09-30,2014-10-27,50.96,,47.75,,380172869.02,1092835098.26,0.0018980776783634745
2014-12-31,000659.OF,2014-09-30,2014-10-25,24.16,3500000.0,70.66,,9000272.19,78644068.49,0.0
2014-12-31,270046.OF,2014-09-30,2014-10-27,37.05,110000765.0,33.22,,119953763.68,377793245.01,0.001981752873246645
2014-12-31,000569.OF,2014-09-30,2014-10-24,38.15,22000000.0,58.78,,481992984.32,1499725123.8,0.0019995596979685004
2014-12-31,000533.OF,2014-09-30,2014-10-25,20.66,,78.03,,10009970.96,145536960.47,0.0021258265690740075
2014-12-31,485118.OF,2014-09-30,2014-10-27,30.35,2329649092.97,61.36,,9060759227.94,40084253506.21,0.002224188504144742
2014-12-31,000580.OF,2014-09-30,2014-10-25,18.12,43000270.0,37.79,,,110161896.87,0.0021185548711999402
2014-12-31,730103.OF,2014-09-30,2014-10-27,30.73,34000165.0,29.65,,20071821.32,88129582.29,0.001984981963962129
2014-12-31,000323.OF,2014-09-30,2014-10-23,38.44,102660593.99,49.52,,284963708.1,975549327.77,0.0
