,S_INFO_WINDCODE,F_PRT_ENDDATE,F_ANN_DATE,F_PRT_BONDTOTOT,F_MMF_REVERSEREPO,F_PRT_CASHTOTOT,F_PRT_CDS,F_PRT_CPVALUE,F_PRT_TOTALASSET,RETURN
2016-01-29,511860.SH,2015-12-31,2016-01-20,38.27,1872104128.15,37.34,1435155146.05,1151665537.78,7779945527.2,0.0017321941485639591
2016-01-29,560001.OF,2015-12-31,2016-01-22,45.63,51500420.0,6.13,,40165205.05,109918546.0,0.0014198155052511652
2016-01-29,000819.OF,2015-12-31,2016-01-22,8.72,,90.67,,4999835.97,57323502.08,
2016-01-29,320002.OF,2015-12-31,2016-01-21,34.64,5741969277.65,22.16,,4341104818.17,14698379747.78,0.0017568122646807183
2016-01-29,380010.OF,2015-12-31,2016-01-22,49.18,50100275.15,42.65,99203755.11,200523679.9,670492551.17,0.0021132105126724365
2016-01-29,000905.OF,2015-12-31,2016-01-21,39.0,,59.33,197454166.45,1140905476.61,3919398004.99,0.002208291976861787
2016-01-29,000685.OF,2015-12-31,2016-01-22,28.62,87000000.0,47.85,,,384736961.71,
2016-01-29,471007.OF,2015-12-31,2016-01-21,68.64,30026446.8,25.25,79131675.17,269829003.21,595365210.4,0.0017635715689741094
2016-01-29,000693.OF,2015-12-31,2016-01-21,35.95,19086511672.02,52.39,33444321120.05,16499882255.25,171046598079.12,0.0020560317608782075
2016-01-29,001693.OF,2015-12-31,2016-01-22,29.77,2216008359.0,14.07,198416245.24,809941022.66,3992665122.99,0.0018400070110693445
2016-01-29,000486.OF,2013-12-31,2014-01-01,,,,,,,
2016-01-29,000627.OF,2015-12-31,2016-01-20,32.11,54600521.9,32.22,,39984973.02,155643641.76,0.002169019444771436
2016-01-29,000846.OF,2015-12-31,2016-01-20,40.6,10249588014.35,21.34,1384193859.13,8169360474.7,27478934963.06,0.0020979392535069863
2016-01-29,000493.OF,2015-12-31,2016-01-21,23.69,918013737.02,39.67,128760322.96,290229695.8,2527228179.5,0.0020342390585375014
2016-01-29,519998.OF,2015-12-31,2016-01-20,51.11,2822289333.42,11.14,99231555.02,1149441776.2,7655981737.71,0.0020313468619965747
2016-01-29,217014.OF,2015-12-31,2016-01-22,22.52,31484162581.13,38.62,9717528798.55,5478450988.51,85494660721.02,0.001895730827381481
2016-01-29,000625.OF,2015-12-31,2016-01-21,84.12,49000513.5,1.35,,350237042.77,440147595.71,0.002035950614306614
2016-01-29,000651.OF,2015-12-31,2016-01-22,53.43,,36.48,198503060.12,479814670.02,1401027841.52,0.0018491488215572893
2016-01-29,000818.OF,2015-12-31,2016-01-21,84.12,49000513.5,1.35,,350237042.77,440147595.71,0.0019541492782100267
2016-01-29,003003.OF,2015-12-31,2016-01-21,28.47,3630006345.0,69.71,69591334494.49,6240827039.74,317724505797.87,0.0018602282392068403
2016-01-29,162206.OF,2015-12-31,2016-01-22,65.3,532791839.19,15.05,198503698.8,1519604775.26,2860660072.95,0.0019528983287613322
2016-01-29,000495.OF,2015-12-31,2016-01-21,23.69,918013737.02,39.67,128760322.96,290229695.8,2527228179.5,0.0021310454445337967
2016-01-29,217026.OF,2015-12-31,2016-01-22,47.94,30000285.0,35.59,19850334.89,59958122.02,187389721.98,0.0005787088161126608
2016-01-29,000856.OF,2015-12-31,2016-01-22,39.4,86500269.25,18.85,,54951753.75,215732424.48,
2016-01-29,001669.OF,2015-12-31,2016-01-21,26.37,3955509643.25,47.31,,3627874139.24,15425906891.05,0.0022991985228788536
2016-01-29,090021.OF,2015-12-31,2016-01-20,39.34,504102076.15,37.97,297691485.72,489832048.96,2256462509.31,0.0019390220783166434
2016-01-29,001930.OF,2015-12-31,2016-01-21,27.53,75400313.1,68.77,118703464.63,329904295.93,2285744228.81,0.0023311930894189814
2016-01-29,001057.OF,2015-12-31,2016-01-21,43.54,,55.33,,120143720.32,321906395.82,0.0020621006444208057
2016-01-29,000542.OF,2015-12-31,2016-01-22,24.34,10291595822.26,52.24,3826519634.58,5078934481.46,45226117000.31,0.001990554070607553
2016-01-29,002185.OF,2015-12-31,2016-01-01,,,,,,,0.0018943187597568745
2016-01-29,000620.OF,2015-12-31,2016-01-22,98.24,,0.7,79427463.24,129936750.81,274303218.22,0.002135477808172803
2016-01-29,001843.OF,2015-12-31,2016-01-01,,,,,,,0.0021232499604812993
2016-01-29,001477.OF,2015-12-31,2016-01-22,34.59,769855984.78,21.63,208485097.07,560809109.69,2614345493.23,0.0018198579338690735
2016-01-29,530002.OF,2015-12-31,2016-01-21,41.08,19500529319.9,28.86,14220251477.54,9508335122.07,73086755560.13,0.002516181785490179
2016-01-29,519858.OF,2015-12-31,2016-01-20,55.9,195500813.25,27.64,644728028.57,69990830.0,1439716721.27,0.0015858948442688536
2016-01-29,040038.OF,2015-12-31,2016-01-21,54.78,453478720.22,14.53,178933978.2,589934082.41,1531459196.26,0.0019907354217945095
2016-01-29,000683.OF,2015-12-31,2016-01-22,53.64,1699915869.87,18.65,497194815.58,2544790838.68,6269038004.57,0.0016402746110601996
2016-01-29,000658.OF,2015-12-31,2016-01-22,50.63,39400539.1,27.38,,90243302.03,253154717.72,0.0
2016-01-29,001870.OF,2015-12-31,2016-01-22,32.56,564801992.2,41.07,,662201739.55,2186267956.42,0.0019639200689840486
2016-01-29,001826.OF,2015-12-31,2016-01-20,33.51,,65.83,,79964216.54,298292101.96,0.0018517850511714506
2016-01-29,000903.OF,2015-12-31,2016-01-22,66.15,,32.62,,70075492.82,166150953.44,0.0018394246832367234
2016-01-29,121011.OF,2015-12-31,2016-01-20,29.41,8468874933.6,37.71,887754335.83,4992371005.12,26120867047.28,0.001914238275392055
2016-01-29,091005.OF,2015-12-31,2016-01-20,15.85,22116632637.9,45.42,406590379.25,7709563049.32,62755195991.31,0.0019098526120235881
2016-01-29,001527.OF,2015-12-31,2016-01-22,46.04,119266858.91,0.09,29775382.11,110017990.54,347139601.07,0.0018243516263041215
2016-01-29,000719.OF,2015-12-31,2016-01-21,23.69,918013737.02,39.67,128760322.96,290229695.8,2527228179.5,0.0019822485849123606
2016-01-29,000476.OF,2015-12-31,2016-01-20,60.23,30454136.17,28.71,79153662.23,89964246.8,313944252.31,0.0019996417757774942
2016-01-29,380008.OF,2015-12-31,2016-01-22,53.16,,43.3,148805632.56,339918918.63,1032096709.87,0.0023439427189357875
2016-01-29,420006.OF,2015-12-31,2016-01-22,63.16,739001348.5,16.48,1540528966.98,2912924297.73,8030186115.09,0.0019394401752563795
2016-01-29,000397.OF,2015-12-31,2016-01-21,35.97,99999896.45,62.59,1384341248.25,3242754484.45,14752787012.92,0.0019292273472459875
2016-01-29,253050.OF,2015-12-31,2016-01-20,33.34,3834592221.87,28.56,,2904130526.72,10210125685.6,0.0016881920940932105
2016-01-29,519501.OF,2015-12-31,2016-01-22,32.7,4057846177.5,32.1,79411747.98,2350045613.22,12323970793.3,0.002108098637154665
2016-01-29,519567.OF,2015-12-31,2016-01-21,25.5,2723122531.65,46.0,725411865.91,1220267707.59,9985527564.48,0.001925044283621835
2016-01-29,000917.OF,2015-12-31,2016-01-21,14.41,3766944599.91,70.27,497568753.99,2333789472.22,27219201999.6,0.002130910422849741
2016-01-29,000371.OF,2015-12-31,2016-01-21,51.47,4330005870.0,32.59,5707364022.81,6777816167.02,28096435630.97,0.0021317038934638433
2016-01-29,340005.OF,2015-12-31,2016-01-22,38.02,374701802.05,38.72,,556778290.89,1888453332.63,0.0020674969791256714
2016-01-29,583101.OF,2015-12-31,2016-01-20,17.61,1186415326.12,45.0,,410114820.55,3210345473.36,0.002011396058290371
2016-01-29,000759.OF,2015-12-31,2016-01-21,69.11,338501507.75,12.81,524610592.35,661648058.7,2044184720.55,0.0022833991270871934
2016-01-29,519512.OF,2015-12-31,2016-01-22,31.79,68000557.85,25.26,,50032675.83,198340237.46,0.0013699176957659986
2016-01-29,740602.OF,2015-12-31,2016-01-20,41.05,600301420.45,35.27,,1254927817.83,4056801442.07,0.0019044385252311447
2016-01-29,202308.OF,2015-12-31,2016-01-21,15.52,11764968193.85,45.05,2685698028.99,669889521.01,29930348951.98,0.002129626047204569
2016-01-29,000210.OF,2015-12-31,2016-01-20,22.31,6575973223.94,47.18,,3824111046.83,21857517899.01,0.0017743563770187265
2016-01-29,000037.OF,2015-12-31,2016-01-20,50.22,70904064.82,28.02,79394256.53,69974486.97,357235580.22,0.0021041029102466524
2016-01-29,660116.OF,2015-12-31,2016-01-21,22.85,280001540.0,68.55,,520056872.74,3716600119.8,0.0
2016-01-29,001006.OF,2015-12-31,2016-01-22,24.0,189171259.64,40.47,,70227244.73,542861295.09,0.0018283539642005575
2016-01-29,163820.OF,2015-12-31,2016-01-22,22.17,28347006818.74,59.64,11321844692.86,16129963980.21,164403443146.44,0.0019389341152236117
2016-01-29,100025.OF,2015-12-31,2016-01-20,38.83,633702110.55,56.4,1544428580.08,3760427556.71,16006467012.3,0.0017861594821475535
2016-01-29,260202.OF,2015-12-31,2016-01-21,46.44,170000905.0,31.06,,280028872.06,775541263.79,0.0022855029581945185
2016-01-29,000539.OF,2015-12-31,2016-01-22,45.83,881552202.33,42.91,1388653094.71,1971175410.48,8182751907.22,0.0019927901565550687
2016-01-29,460106.OF,2015-12-31,2016-01-21,33.88,8305276487.9,52.5,,13903259449.4,66290946190.7,0.002046303806856331
2016-01-29,240006.OF,2015-12-31,2016-01-21,22.09,2624818057.22,42.23,49478695.6,1131117639.41,7564689555.09,0.0019381354312772991
2016-01-29,000009.OF,2015-12-31,2016-01-22,58.31,1646700000.0,34.95,18868585857.0,16162122206.34,67185635176.25,0.0019221726912330706
2016-01-29,000981.OF,2015-12-31,2016-01-21,68.56,21000231.5,18.63,49855723.62,70016328.58,174855037.46,0.0025828756515606788
2016-01-29,150005.OF,2015-12-31,2016-01-22,8.6,5263442695.17,62.14,,831359490.34,21544330600.67,0.0020493474903138242
2016-01-29,000132.OF,2015-12-31,2016-01-22,60.28,,39.2,59522253.01,79989511.33,264611782.19,
2016-01-29,511800.SH,2015-12-31,2016-01-22,31.31,27378875810.61,52.97,30579183246.27,22354050092.98,208098817490.02,0.0017767853190551186
2016-01-29,000682.OF,2015-12-31,2016-01-22,53.64,1699915869.87,18.65,497194815.58,2544790838.68,6269038004.57,0.0019373827344639771
2016-01-29,550010.OF,2015-12-31,2016-01-22,21.11,2629718144.57,56.28,297183162.88,1444767162.64,11901567069.97,0.0016824118712415181
2016-01-29,000301.OF,2015-12-31,2016-01-20,28.0,4014400042.59,46.59,,3540394549.66,16149399312.08,0.0018295928942044792
2016-01-29,000089.OF,2015-12-31,2016-01-21,70.86,1067003320.5,8.15,1037376567.76,2463287128.7,5317812496.58,0.0023524493892248532
2016-01-29,519508.OF,2015-12-31,2016-01-22,32.7,4057846177.5,32.1,79411747.98,2350045613.22,12323970793.3,0.0019024923560950757
2016-01-29,000704.OF,2015-12-31,2016-01-22,66.15,,32.58,99123364.32,239889142.84,557856001.4,0.0018661647268902737
2016-01-29,159005.SZ,2015-12-31,2016-01-21,43.89,,55.26,,69980633.74,205031630.44,0.001560757047109007
2016-01-29,002247.OF,2015-12-31,2016-01-01,,,,,,,0.0020320481349553887
2016-01-29,380001.OF,2015-12-31,2016-01-22,43.48,,55.91,247926757.32,611004582.91,2251728689.82,0.002072138640764276
2016-01-29,000918.OF,2015-12-31,2016-01-21,14.41,3766944599.91,70.27,497568753.99,2333789472.22,27219201999.6,
2016-01-29,001497.OF,2015-12-31,2016-01-20,39.34,504102076.15,37.97,297691485.72,489832048.96,2256462509.31,0.0019387078671020408
2016-01-29,001621.OF,2015-12-31,2016-01-20,71.24,3119167330.41,6.31,4713905745.26,4545612917.43,14344077378.03,0.0015234044361753796
2016-01-29,710502.OF,2015-12-31,2016-01-20,21.15,250001095.0,40.49,,120508046.96,664326540.74,0.0019677121111962848
2016-01-29,270047.OF,2015-12-31,2016-01-20,57.77,40502795.83,17.43,29767133.27,59990760.15,172738028.97,0.0022205505105208356
2016-01-29,511830.SH,2015-12-31,2016-01-21,45.4,478901918.35,40.94,,1431658690.88,3593876124.36,0.0016869163036079549
2016-01-29,000506.OF,2015-12-31,2016-01-20,41.33,1585539189.54,54.48,8870633880.48,4161083471.26,42704444745.55,0.002051268712325749
2016-01-29,000325.OF,2015-12-31,2016-01-20,37.7,818002685.0,26.64,,540172272.02,2361181056.6,0.0017957081541157827
2016-01-29,001176.OF,2015-12-31,2016-01-22,68.22,337501306.25,17.91,,1933668128.75,2834290886.54,0.002243424267563743
2016-01-29,001699.OF,2015-12-31,2016-01-20,43.73,20000150.0,49.87,,139939299.78,388650889.23,0.0015367688840528526
2016-01-29,000790.OF,2015-12-31,2016-01-22,71.1,,27.87,297440153.33,279782280.02,868179905.0,0.002072618511989699
2016-01-29,000331.OF,2015-12-31,2016-01-22,38.89,5631947807.91,25.89,,5472213389.53,16359537521.43,0.0018873102358594185
2016-01-29,202302.OF,2015-12-31,2016-01-21,22.62,21171005002.03,55.69,8194452615.32,5796927160.6,99327579543.62,0.0019848747634625408
2016-01-29,070036.OF,2015-12-31,2016-01-21,38.69,75000187.5,0.84,,,181299123.41,0.002177345218928206
2016-01-29,000740.OF,2015-12-31,2016-01-21,44.76,6238382977.56,40.29,12491678341.93,4767224590.73,43078482293.99,0.0018989372841353713
2016-01-29,001096.OF,2015-12-31,2016-01-20,53.28,250000815.0,27.61,50000000.0,510430207.86,1350232464.34,0.002044577890806254
2016-01-29,511890.SH,2015-12-31,2016-01-21,37.45,1360285320.42,36.61,347311662.97,1410976649.63,5310441662.94,
2016-01-29,001982.OF,2015-12-31,2016-01-01,,,,,,,0.0020270246147620075
2016-01-29,583001.OF,2015-12-31,2016-01-20,17.61,1186415326.12,45.0,,410114820.55,3210345473.36,0.001814011748230815
2016-01-29,485120.OF,2015-12-31,2016-01-20,47.01,197600496.4,50.83,842475362.86,5478883720.37,17088693446.05,0.0024203343862305715
2016-01-29,750007.OF,2015-12-31,2016-01-20,58.66,,39.11,996841793.8,1142211744.45,3965807708.07,0.0018980776783634745
2016-01-29,001095.OF,2015-12-31,2016-01-20,39.62,9800134.7,56.44,29692145.86,64959029.76,284308268.12,0.0019430701911149484
2016-01-29,001526.OF,2015-12-31,2016-01-22,46.04,119266858.91,0.09,29775382.11,110017990.54,347139601.07,0.002022385454489406
2016-01-29,000659.OF,2015-12-31,2016-01-22,50.63,39400539.1,27.38,,90243302.03,253154717.72,0.0
2016-01-29,270046.OF,2015-12-31,2016-01-20,57.77,40502795.83,17.43,29767133.27,59990760.15,172738028.97,0.001981752873246645
2016-01-29,000787.OF,2015-12-31,2016-01-21,9.02,14000000.0,84.19,,19987249.74,221497094.71,0.0017217815461121333
2016-01-29,000569.OF,2015-12-31,2016-01-21,53.9,990744991.12,17.17,158047775.89,1591602230.14,3544117077.86,0.0019995596979685004
2016-01-29,000533.OF,2015-12-31,2016-01-22,64.59,494001861.0,13.77,,1736081318.55,2997870504.5,0.0021258265690740075
2016-01-29,485118.OF,2015-12-31,2016-01-20,29.93,850462275.69,66.39,2467647974.24,6021202353.3,38884720926.94,0.002224188504144742
2016-01-29,000580.OF,2015-12-31,2016-01-22,39.12,1561255421.88,40.64,1290709370.41,1345750398.28,8046556631.15,0.0021185548711999402
2016-01-29,730103.OF,2015-12-31,2016-01-20,44.54,162251123.38,13.34,,150186443.72,393419819.12,0.001984981963962129
2016-01-29,000323.OF,2015-12-31,2016-01-21,30.27,142000933.0,46.21,,149957312.4,627843099.78,0.0
2016-01-29,000860.OF,2015-12-31,2016-01-22,50.22,19800269.7,31.63,17934021.37,,113406357.49,0.002130741584148277
2016-01-29,001211.OF,2015-12-31,2016-01-22,40.06,,58.55,,120364734.89,350379865.36,0.0019461542718945957
2016-01-29,000764.OF,2015-12-31,2016-01-22,32.7,4057846177.5,32.1,79411747.98,2350045613.22,12323970793.3,0.0020259041779666642
2016-01-29,002195.OF,2015-12-31,2016-01-01,,,,,,,0.0020199199202008966
2016-01-29,000300.OF,2015-12-31,2016-01-20,28.0,4014400042.59,46.59,,3540394549.66,16149399312.08,0.0016319354258722552
2016-01-29,128011.OF,2015-12-31,2016-01-20,29.41,8468874933.6,37.71,887754335.83,4992371005.12,26120867047.28,0.0021135144039023945
2016-01-29,000700.OF,2015-12-31,2016-01-22,65.3,532791839.19,15.05,198503698.8,1519604775.26,2860660072.95,0.0021509497964076196
2016-01-29,002240.OF,2015-12-31,2016-01-01,,,,,,,
2016-01-29,000882.OF,2015-12-31,2016-01-22,11.14,1923895153.34,43.05,,219934755.22,4218508137.57,0.0017658185208897503
2016-01-29,730003.OF,2015-12-31,2016-01-20,44.54,162251123.38,13.34,,150186443.72,393419819.12,0.0017876616936023382
2016-01-29,002077.OF,2015-12-31,2016-01-01,,,,,,,0.0012197418595625287
2016-01-29,000791.OF,2015-12-31,2016-01-22,47.99,73080704.63,21.18,10969567.63,90159418.37,242038067.48,0.002023742276081819
2016-01-29,000982.OF,2015-12-31,2016-01-21,68.56,21000231.5,18.63,49855723.62,70016328.58,174855037.46,0.00277946675949603
2016-01-29,000464.OF,2015-12-31,2016-01-21,47.12,,51.88,2317567722.19,4520371580.68,18124175214.6,0.0019850651642046024
2016-01-29,159002.OF,2015-12-31,2016-01-22,78.32,100000350.0,0.76,306984174.66,309897902.02,851328708.85,0.0020392822475550076
2016-01-29,400005.OF,2015-12-31,2016-01-20,37.72,1100003490.0,41.55,296934554.44,1405750708.74,5416434896.13,0.0017231505534507363
2016-01-29,001391.OF,2015-12-31,2016-01-22,0.0,79900239.85,60.24,,,202426572.13,0.0019704140768281864
2016-01-29,400006.OF,2015-12-31,2016-01-20,37.72,1100003490.0,41.55,296934554.44,1405750708.74,5416434896.13,0.001920658813285181
2016-01-29,531029.OF,2015-12-31,2016-01-21,57.89,50000275.0,35.0,188150858.85,220080415.08,774331219.4,0.0021649032831916326
2016-01-29,091023.OF,2015-12-31,2016-01-20,22.49,69800584.7,42.09,9915042.72,25026850.95,199943892.98,0.0021545431439169427
2016-01-29,001666.OF,2015-12-31,2016-01-21,21.18,50000195.0,76.84,99356578.95,461016051.48,3450394078.77,0.0020914366684881003
2016-01-29,519888.OF,2015-12-31,2016-01-21,33.04,5558283016.0,39.38,4447101492.55,7094655154.2,44837709321.07,0.0015613378023202618
2016-01-29,380011.OF,2015-12-31,2016-01-22,49.18,50100275.15,42.65,99203755.11,200523679.9,670492551.17,0.002352114115842907
2016-01-29,001821.OF,2015-12-31,2016-01-01,,,,,,,0.0022689119035581573
2016-01-29,519131.OF,2014-12-31,2015-01-22,0.0,,99.79,,,14164.26,
2016-01-29,001871.OF,2015-12-31,2016-01-22,32.56,564801992.2,41.07,,662201739.55,2186267956.42,0.00216264194451643
2016-01-29,000980.OF,2015-12-31,2016-01-21,34.28,900102496.6,60.13,1983229434.66,3384476093.48,17498098760.67,0.001997657763086247
2016-01-29,519506.OF,2015-12-31,2016-01-21,15.73,7894420658.08,47.17,596318321.21,1799629502.75,22988420057.09,0.0019873993182233374
2016-01-29,159006.OF,2015-12-31,2016-01-21,43.89,,55.26,,69980633.74,205031630.44,0.0017586018921984525
2016-01-29,000883.OF,2015-12-31,2016-01-22,11.14,1923895153.34,43.05,,219934755.22,4218508137.57,0.0019638550194516213
2016-01-29,001233.OF,2015-12-31,2016-01-20,62.74,,36.15,,5828555686.08,10840576652.88,0.001698818113980316
2016-01-29,380007.OF,2015-12-31,2016-01-22,53.16,,43.3,148805632.56,339918918.63,1032096709.87,0.0021046805280573455
2016-01-29,519509.OF,2015-12-31,2016-01-21,23.68,1032125802.46,46.19,159076887.87,459576178.65,3456979459.54,0.0019604243470934257
2016-01-29,000424.OF,2015-12-31,2016-01-20,20.73,5150344410.95,43.65,643940991.12,1763269108.89,15275466289.24,0.0018593149924122088
2016-01-29,000509.OF,2015-12-31,2016-01-20,37.93,2557649413.81,39.94,2703100734.16,1329971650.86,12056638500.33,0.0019218799327209712
2016-01-29,690010.OF,2015-12-31,2016-01-21,47.26,6796007481.5,21.62,5385986104.53,4497069729.9,25212277091.77,0.0018061146896595215
2016-01-29,550013.OF,2015-12-31,2016-01-22,0.0,33900410.85,29.46,,,93590123.36,0.0022652123163868776
2016-01-29,001134.OF,2015-12-31,2016-01-20,60.23,30454136.17,28.71,79153662.23,89964246.8,313944252.31,0.0018036687222682257
2016-01-29,511990.SH,2015-12-31,2016-01-21,17.75,18624112683.13,67.4,946811450.88,11101609077.78,131850202097.31,0.0018666324953178215
2016-01-29,070035.OF,2015-12-31,2016-01-21,38.69,75000187.5,0.84,,,181299123.41,0.001938802011878904
2016-01-29,002248.OF,2015-12-31,2016-01-01,,,,,,,0.0022373822830181744
2016-01-29,000699.OF,2015-12-31,2016-01-22,45.79,1301102871.65,40.13,1388944027.81,2561263754.91,9608902155.78,0.0020033137598913786
2016-01-29,000722.OF,2015-12-31,2016-01-22,14.63,10805230087.81,50.46,,3027033970.83,31363717725.34,0.002006568227066907
2016-01-29,110051.OF,2015-12-31,2016-01-22,65.24,,33.62,168285008.52,339691640.46,870913082.53,0.0022190428120558714
2016-01-29,001240.OF,2015-12-31,2016-01-21,47.26,6796007481.5,21.62,5385986104.53,4497069729.9,25212277091.77,0.0018600075614512157
2016-01-29,511960.SH,2015-12-31,2016-01-21,14.41,3766944599.91,70.27,497568753.99,2333789472.22,27219201999.6,0.0017198339566306675
2016-01-29,485122.OF,2015-12-31,2016-01-20,68.53,45000142.5,26.18,,,1969163816.17,0.0020536286437906615
2016-01-29,000640.OF,2015-12-31,2016-01-21,45.32,4899814978.23,14.81,,4801745064.06,12604852444.05,0.0018680564497814967
2016-01-29,000779.OF,2015-12-31,2016-01-21,26.37,3955509643.25,47.31,,3627874139.24,15425906891.05,0.0017662026177971413
2016-01-29,710501.OF,2015-12-31,2016-01-20,21.15,250001095.0,40.49,,120508046.96,664326540.74,0.0017690440116231443
2016-01-29,000644.OF,2015-12-31,2016-01-22,53.43,,36.48,198503060.12,479814670.02,1401027841.52,0.0018494071628021302
2016-01-29,000735.OF,2015-12-31,2016-01-20,46.69,536901445.35,33.92,329335824.13,860031933.33,2847395631.75,0.0020974471624404245
2016-01-29,000560.OF,2015-12-31,2016-01-21,84.12,49000513.5,1.35,,350237042.77,440147595.71,0.0020355881450853097
2016-01-29,001386.OF,2015-12-31,2016-01-22,0.0,79900239.85,60.24,,,202426572.13,0.0021763508217065297
2016-01-29,000599.OF,2015-12-31,2016-01-22,23.5,1655327942.99,64.14,297896158.85,2015060718.97,14488511050.28,0.0019552094946033716
2016-01-29,690210.OF,2015-12-31,2016-01-21,47.26,6796007481.5,21.62,5385986104.53,4497069729.9,25212277091.77,0.0020040788260906606
2016-01-29,002241.OF,2015-12-31,2016-01-01,,,,,,,
2016-01-29,001893.OF,2015-12-31,2016-01-21,17.75,18624112683.13,67.4,946811450.88,11101609077.78,131850202097.31,0.0020646152469778745
2016-01-29,000638.OF,2015-12-31,2016-01-20,53.72,,44.03,238332061.99,640285824.81,2045042838.59,0.0020238504034355564
2016-01-29,000379.OF,2015-12-31,2016-01-21,48.55,4322750330.45,36.14,6881998497.91,5516123606.24,29965169052.81,0.0018853841314299125
2016-01-29,288101.OF,2015-12-31,2016-01-21,23.29,819601389.4,70.4,2084146536.13,3660970939.08,29961762525.43,0.001969526724959536
2016-01-29,001078.OF,2015-12-31,2016-01-21,19.6,,79.22,,,51057940.4,0.0020740563984245064
2016-01-29,519716.OF,2015-12-31,2016-01-21,48.94,9500134.25,41.13,,39998344.14,102198502.84,0.002121545385787016
2016-01-29,001529.OF,2015-12-31,2016-01-22,17.22,2046002545.0,55.68,198416245.24,993055448.87,7616431255.14,0.0019997183843927235
2016-01-29,380004.OF,2015-12-31,2016-01-22,54.96,60100290.15,37.96,148821108.56,330479991.32,963073774.05,
2016-01-29,000871.OF,2015-12-31,2016-01-21,3.27,140000450.0,50.91,,9996124.6,305896031.58,0.0027452616593715007
2016-01-29,000808.OF,2015-12-31,2016-01-22,29.77,2216008359.0,14.07,198416245.24,809941022.66,3992665122.99,0.0018381597934473692
2016-01-29,511930.SH,2015-12-31,2016-01-01,,,,,,,0.001837447978988882
2016-01-29,000540.OF,2015-12-31,2016-01-20,71.24,3119167330.41,6.31,4713905745.26,4545612917.43,14344077378.03,0.002141889841122513
2016-01-29,159004.OF,2015-12-31,2016-01-22,54.0,850002315.0,19.31,1090294991.55,599876310.59,3241347702.83,0.0018407177732462365
