code,jensen,ppw,sharpe,sortino,stability
000015,-0.0001490416795206731,-0.00013979884901349732,-1.112635102204135,-0.09901849370930721,39
000016,-0.00022134071448402153,-0.00022774292332582586,-1.2720971964816363,-0.09972029831182454,38
000032,0.00024770626030755144,0.0003329230856402669,-0.14576118827947865,0.014790814368800635,46
000033,0.0001750751077400811,0.0002316938543318627,-0.36534580036729225,-0.0076778620308684655,45
000050,-0.0002209783092607644,-0.00015680269744169695,-1.9500418905457069,-0.20855695658641,51
000052,-0.0002754366714505346,-0.0002124532027860153,-2.185273043340847,-0.23915960601645797,51
000084,-6.0719424055807354e-05,-0.00010617095201517085,-1.1589280305421243,-0.09204416375461591,45
000085,-0.00014612685958289152,-0.00022051230755184612,-1.5011757166796174,-0.1320398010737133,46
000128,-6.614391139283001e-05,-0.00011039405336374298,-1.538125485750957,-0.08459802128537221,48
000129,1.566168823855657e-06,-4.146705770767509e-05,-1.12285308922733,-0.05027116555865104,48
000139,3.7748897127295105e-05,-0.00010034672213545188,-0.809529269755893,-0.044873131310117394,47
000141,-3.515367565361623e-05,-0.00016027471886952488,-1.1356595977282846,-0.08575175505123571,46
000147,-0.0002737963239572938,-0.0003999299583332976,-1.3612529626011447,-0.09587902679586205,40
000148,-0.0003092909521104472,-0.0004734667503286061,-1.453402195159439,-0.10983228802175195,39
000152,0.00017125086292787053,0.00021800415877957485,-0.3709910451306553,-0.010403870506978288,31
000153,8.948517107410035e-05,0.0001091476050558234,-0.6141315351664037,-0.037749823361913494,44
000186,-0.0002518062933024229,-0.00011690317481246015,-1.5209930569682324,-0.1601201483047412,47
000187,-0.0003020807273689603,-0.00018118679801754008,-1.5950321919444792,-0.14011256406736378,43
000188,-0.0003876727286234052,-0.0002690579780745975,-1.7801551621910063,-0.15774434323747571,43
000191,0.0001147250167710607,4.8045283283260244e-05,-0.5351430616970091,-0.03161909476241294,32
000192,3.9573722823194496e-05,-2.3728260601400282e-05,-0.7109525007592475,-0.047314055587476075,34
000194,0.00013975853477455594,0.0001709278823884145,-0.5090869981098217,-0.029257624756429325,45
000205,-8.619595946558002e-05,-0.00030008491236766617,-0.9598269061582532,-0.07901358457633532,40
000206,-0.0001385765434088771,-0.00037920899070857206,-1.0621830664220566,-0.09342117136083553,42
000252,-0.00011211467625469592,-0.0001076872044626942,-1.0766783476821693,-0.09333600096357006,43
000253,-0.00018103937616589127,-0.00023912919991220624,-1.2281961188015067,-0.10866315516060605,41
000298,-0.00046900066403507705,-0.0011976791167177103,-1.1165364292388462,-0.08381007416884233,40
000299,-0.0005270062820987008,-0.0012606534560967166,-1.1737654817182184,-0.08847934261477944,39
000302,-0.00020299566532627907,-0.00026358759425815654,-1.4893478224048962,-0.14522761633926629,48
000305,-7.269078820476099e-05,-0.00010405238922099787,-1.0448117323287278,-0.09229242139940196,50
000372,-4.896465941712594e-05,-7.449540084788665e-05,-1.0670056854584653,-0.08627738004652384,48
000395,-0.00029054230971437814,-0.0003171297409475,-1.7474616753076722,-0.13329955872138471,50
000396,-0.0003616603229662335,-0.00033704011539030304,-1.96067593449025,-0.16203303242785685,50
000402,-6.823396608161375e-05,-0.000158926110749789,-0.8951007962400477,-0.07796676114998224,40
000403,-0.0001516571631202864,-0.00021163924036176146,-1.0347181552044824,-0.0793665311564715,40
000419,0.00026737784956714543,0.0003686056501435372,0.16129155701376324,0.060924258121339114,47
000420,0.00019773855266187377,0.0002972243311698288,-0.09462403212157854,0.03242682710811407,47
000465,0.00027894046351859285,0.00022097758350498513,0.25413398790503544,0.07570892730921475,46
000489,-0.0002047173351530184,-0.00021673326128113858,-1.4359005550661748,-0.1409019167850954,44
000490,-0.00034762867850445173,-0.0005672867673989103,-1.815853460906611,-0.13820515116896664,44
000497,0.0003673298524657214,0.0004778740862629092,0.12358288555274298,0.04102675872018492,39
000561,-0.00012871913498268894,-0.00014435351347294063,-1.0756886673723909,-0.09852525408138058,40
000562,-0.00019131947945902702,-0.00027203792393581207,-1.1859051382398877,-0.09280716163824883,40
000563,2.829539746382391e-06,-0.0001097937523046222,-0.8578617733500862,-0.0655935971907551,50
000564,-4.2730028481859225e-05,-0.00010976736073659203,-1.0109893139373856,-0.08153292250831143,50
000655,0.0003254967625587376,0.00044476742641859785,0.07258516734423213,0.036498336252272987,44
000694,0.0001138053227856274,0.0002263618172916691,-0.4925329050695576,-0.023811630674009553,41
000736,0.00011674612050928945,0.00024874234832663906,-0.5044660908991125,-0.024128218523744638,40
000737,3.280738615717274e-05,0.0001391508338799959,-0.768912200336484,-0.05424151315638386,39
000752,4.75091897523564e-05,4.3854446791817326e-05,-0.7136651741775621,-0.05268856584249055,39
000817,-8.207537269561893e-05,-3.572817755799463e-05,-1.8223079672736913,-0.1468571740851093,45
000839,-0.00012163838489717775,-0.0004942792041745103,-1.0236823166663132,-0.08739825955095823,33
000840,-0.00015488027818383863,-0.0005764153847134477,-1.0778653208453297,-0.09071097840939159,36
000898,0.00010053931524869775,-6.316934789985662e-05,-0.4386604990678824,-0.008621342416881027,41
000899,1.7249244995506748e-05,-0.00010611906674786454,-0.7581136835932434,-0.05021572829964275,38
000914,0.00040975111240065744,0.0005109948217794089,4.061203819947955,0.5609006410937029,43
000937,-0.00033061786245081927,-0.00023570490346647423,-2.522157580155226,-0.2706471557508269,45
000938,-0.0004371077540876643,-0.0002946348788834969,-3.0247092399299182,-0.2228421838336584,46
000943,-0.00015819110401049072,-0.00036182116143024923,-1.0365834049369038,-0.07287637125445424,39
000944,-0.00022797699045378096,-0.0004768823942570638,-1.1389978543956683,-0.08989688289576626,41
001055,3.437553623364937e-05,2.1328942202749106e-05,-0.7332804147745886,-0.04349850129465015,38
001212,-0.0004324905094863069,-0.0006086596349493234,-0.5881369879958904,-0.06409117826857146,44
001213,-0.000497649965977616,-0.0006569894156412272,-0.6470151669958379,-0.07182596666285976,49
001299,0.0001530547201130926,0.00012697816559190553,-0.46731802076056755,-0.02365906408786662,42
001545,-0.00011062033172066249,-0.00015583818383660037,-2.1349774906801193,-0.1364277581865018,46
001546,0.00014114336296457063,0.00015117174124938638,-0.49770397231926483,-0.031512903722980504,43
001575,-0.00028050561415678615,-0.0003828504297707242,-1.3263441960235367,-0.11232396163942193,45
001578,-5.054082412007997e-05,-0.0001278109565544557,-1.2092990510248363,-0.07617253787203977,44
001661,0.000321944049072425,0.0003482087598883707,0.12162305704805497,0.04700093158045203,41
001776,0.00027382995659199524,0.00031096841646705085,0.06305539278850893,0.04286635853216442,43
001794,-1.689335848669186e-05,-7.709323373551581e-05,-0.9371735267379805,-0.07045747053318546,49
001906,0.00012463278485402515,9.808098028846265e-05,-0.41124964431384387,-0.020451392204132068,48
001911,1.7367497185518584e-05,6.6378678235137884e-06,-0.9468039069107057,-0.046102416730397375,49
001918,4.284469401184403e-05,1.5009105356953018e-05,-0.7122853511483207,-0.05722334160248382,41
001919,-1.635560058249597e-05,-4.461605563393988e-05,-0.832768383577,-0.06975928338550508,40
001941,-6.154074977572451e-05,-0.00011975032574918594,-1.3424632874696185,-0.10259403571408457,47
001960,-0.00020396891572326773,-0.00013819276815464477,-1.4326426955993103,-0.15736026286825813,40
001961,-1.3708585871273341e-05,-8.972705447365328e-05,-0.9404541154997097,-0.07019911331017599,52
001971,-8.378254753268872e-05,-6.893036210102829e-05,-1.1452960851929626,-0.09178440432522937,33
001993,0.00019305243028764832,0.00025859264761161893,-0.38988678768622204,-0.018354908329307675,39
002008,8.423809997009949e-05,4.723603601207042e-06,-0.646490355240341,-0.040315163680946155,51
002073,0.00012896452195195499,0.00015859350366343025,-0.5187114817757561,-0.03306980749586475,35
002074,0.0001240514021867588,0.0001358210796935553,-0.5221847639822441,-0.032731321381761956,36
002086,-3.045650808732954e-05,-7.505591384569266e-05,-1.3203224265905302,-0.07342388187662512,48
002109,-5.9512266222991686e-05,-7.182064408725967e-05,-0.9311000938887568,-0.07694678982877731,49
002143,-0.00012821359823669858,-8.836591981277583e-05,-1.0075198593893762,-0.09165912203618512,45
002150,-9.792285207546019e-05,-0.00014141531606758827,-1.5211649048708178,-0.11285838600307264,45
002169,-8.263259679873258e-05,-0.00018350783480272994,-1.144401133397596,-0.09770574648279014,48
002175,0.00010445799846028742,0.00018277975288822786,-0.5225684409700073,-0.014382758559123413,47
002188,9.906493286175739e-05,-6.848432147502773e-05,-0.4931004286569584,-0.03687694660446474,52
002198,-2.7197409939387873e-06,-2.3179341130414846e-05,-1.2015629397152454,-0.06195134134920398,48
