code,jensen,ppw,sharpe,sortino,stability
000015,0.00018660952502089266,0.0001289832893561622,-1.847817982838353,-0.16128044092708096,50
000016,0.00010049240489842792,5.629668050362145e-05,-2.0411727666976835,-0.186414194884199,48
000032,8.38661229146054e-05,0.0001964082858217794,-2.0008704823084016,-0.19242982941059353,48
000033,-6.796055762912836e-06,4.116639727453997e-05,-2.3179712085703565,-0.21826160698293334,47
000050,-0.00022450816404104567,-0.0003012218578977517,-3.033672804909196,-0.2707865768732837,50
000052,-0.0002929528344157216,-0.00038139900234869723,-3.318941110773627,-0.3274147837048083,47
000084,0.00011722690219976331,0.0002501576586672546,-1.6758168925418864,-0.15628814003045288,39
000085,4.024294852704696e-05,7.042489704815374e-05,-2.0424844081402873,-0.19465271338413057,43
000128,0.0006190579013284343,0.0005227343228282329,1.0295206700168291,0.20359885844373646,53
000129,0.000689510607945952,0.0005881437074294407,1.3806379761747358,0.24426363485953506,53
000139,0.0002249853914633656,0.00025586803280631596,-1.2093760976260999,-0.09914513600006872,31
000141,0.0001498251229804125,0.00020426080830584684,-1.5854021836067842,-0.14049588982527134,29
000147,0.00017568949545218831,0.00013345447343792634,-1.64202214365614,-0.12544122848367995,45
000148,0.00010815993253555131,-2.9501171672616397e-05,-1.7810427350846363,-0.1456209380881741,47
000152,0.00022860724387577973,0.00022416734087101842,-1.4947056049119367,-0.14160957260396678,50
000153,0.00013515807701861314,4.849793239909029e-05,-1.8393369567327653,-0.18391683106747378,49
000186,0.00026387697712906296,0.00031895649533445283,-1.2258615100602985,-0.11462432575710536,41
000187,4.9710547241806026e-05,8.032942233118261e-05,-1.8445957322168207,-0.16421740295834242,48
000188,-2.3562939650420816e-05,9.690488031519396e-06,-2.070702675854239,-0.18780704103480822,48
000191,0.00012996562375178146,9.711706250768017e-05,-1.716517894840801,-0.13523391750517566,38
000192,4.9288546535568734e-05,2.3995466720741668e-05,-1.9514617648888937,-0.15631356705944896,40
000194,0.00023116774587402487,0.0001511372127298572,-1.7009783330815467,-0.14345125134741873,49
000205,0.00013453774045469572,0.0003034981169455893,-1.8098246876641908,-0.14342644048262643,51
000206,9.389396332612108e-05,0.00015971009476600372,-1.8894976413035327,-0.15425074883302167,50
000252,0.0002510616430862032,0.00034218170331764945,-1.5784090986197787,-0.13676171189625227,47
000253,0.0001976048058252096,0.00018218677848614692,-1.7593119162409292,-0.1490825553584892,45
000298,-0.00011379387535677757,-0.0003773119519400129,-1.8307470314492615,-0.13641390900379155,43
000299,-0.00018903356387820034,-0.00044041527029041585,-1.914438795843484,-0.1376022842010457,43
000302,0.0004800949748022641,0.0003882964452381294,-0.4366257008543053,-0.03969018608954398,45
000305,8.694360828267165e-05,0.0001567461945728564,-1.9567215346131699,-0.1609043192143869,50
000372,5.098079679500948e-05,2.270245966480542e-05,-2.1762728069460127,-0.19480024329938614,44
000395,2.3188006383052014e-05,-0.00011456898647238471,-2.2532424376793547,-0.1686246010586023,52
000396,-8.702927713728629e-05,-0.00017766720128456926,-2.5893469473807724,-0.20503670446592057,52
000402,-0.00022758399017235378,-0.00034481024460796276,-2.6014612977874325,-0.2774548599849504,40
000403,-0.00032968656351682005,-0.0004156700038869874,-2.780409750980653,-0.2917079265157076,45
000419,0.00018540226608931918,0.00025296538764348634,-1.1384492115374827,-0.0736305308379092,41
000420,9.860351887339236e-05,0.0001897396322335397,-1.496917961731077,-0.12656776418608395,39
000465,8.602216449154324e-05,-5.1107861110144735e-05,-1.8922286303018852,-0.15508317256880544,41
000489,5.9694939934307146e-05,7.708594959774176e-05,-1.9676498679211663,-0.18155254223261347,42
000490,-6.656327567612294e-05,-0.0004938113988152459,-2.296075175332539,-0.20671000481927665,44
000497,-9.590757774142133e-05,-4.660718900328263e-05,-2.2694810496707327,-0.20446163451697516,50
