code,jensen,ppw,sharpe,sortino,stability
000015,0.0002605896639909795,0.00021419555220464275,2.7202068339359697,0.38916810943810254,44
000016,0.00017651516743289472,0.00014834982875575387,2.542916793087599,0.37414578702142487,44
000032,0.0008163515762573718,0.0009107143110680843,4.127426335977365,0.6104412884232184,51
000033,0.0007299140126566031,0.0007843986076801673,3.940016031921783,0.5877540158514898,51
000050,0.0004077549623499988,0.0006217366599130273,2.545038975840911,0.3703302587627472,45
000052,0.0003593525424452035,0.0005566120376491843,2.4277597284035406,0.3668772383411524,44
000084,0.00034520685451926934,0.0004240525019984153,3.018443510549545,0.5404104188452834,41
000085,0.00023036895478300656,0.0002767897319395213,2.6377166184322904,0.5155717544492003,44
000128,0.00023512642715845514,0.00025605093504396583,2.6881656362744044,0.5812121914411864,46
000129,0.0002861214637582969,0.00028520456018765457,2.812757671665894,0.5574095385648732,46
000139,0.00025151429589586466,0.0002761095749846813,2.32580098225047,0.48517156553773316,36
000141,0.00020080422517501005,0.00024889918754558406,2.134138260250661,0.4383263108607215,37
000147,0.0002115236959887968,0.0002449917184720688,2.6425655746084407,0.3901664456396006,43
000148,0.00010524504434662751,0.00015729712770432076,2.3090547714490954,0.3303649544363045,43
000152,0.0003314755933492881,0.00030366200822758746,2.9241393298871046,0.49160806256288503,52
000153,0.00033552033081968573,0.0002936124410194893,2.883849788247419,0.45741988643098896,51
000186,0.00011178129397233425,0.00012194370522501186,2.268234369414762,0.3992099788455493,43
000187,0.0003115266173039531,0.00031543246922135593,2.8439651731750915,0.4223418292002386,49
000188,0.000393459332852276,0.0004647762176096774,2.985897288305768,0.4220330262098328,46
000191,0.00043451819820110305,0.0005003828477090882,2.7132613028751047,0.44809407928919676,43
000192,0.00034721293176453175,0.00039048623457933274,2.469253411442346,0.4387778650678488,42
000194,0.0009582858706498451,0.0009792655429475426,4.233077369203841,0.9457101568844619,39
000205,0.0011602773500858292,0.001322837079719396,5.0458296401870815,0.8136498881348938,52
000206,0.0010659626219645195,0.0012115444173794827,4.669844872251659,0.7093419208983327,52
000252,0.000832963047271651,0.0009354107326877324,4.5048621051678595,0.6996855479268752,43
000253,0.0007583386997296697,0.0008559604595519933,4.279819542226964,0.7242052772480098,42
000298,3.493530598250381e-05,4.212730897926498e-06,1.6656325333955175,0.26832691993854674,49
000299,0.0001029874236175021,7.961981669426037e-05,1.739836138945334,0.27334227984863435,48
